_TREE_TYPE,_TREE_ID,NODE_ID,PARENT_ID,NODE_TYPE
PAYM,CGI_FICA_XML_DD,N_4447965880,N_3492139020,ELEM
PAYM,CGI_FICA_XML_DD,N_4461800390,N_8915387030,ATOM
PAYM,CGI_FICA_XML_DD,N_4462831620,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_4528445580,N_7327304480,TECH
PAYM,CGI_FICA_XML_DD,N_4538859020,N_5876651750,ELEM
PAYM,CGI_FICA_XML_DD,N_4542949660,N_0522348000,ATOM
PAYM,CGI_FICA_XML_DD,N_4577923980,N_6218103420,ELEM
PAYM,CGI_FICA_XML_DD,N_4605047860,N_7981848320,ATOM
PAYM,CGI_FICA_XML_DD,N_4622878370,N_7469546310,ELEM
PAYM,CGI_FICA_XML_DD,N_4642897780,N_4917485100,ATOM
PAYM,CGI_FICA_XML_DD,N_4679101420,N_4800769140,ELEM
PAYM,CGI_FICA_XML_DD,N_4682920440,N_6795101440,ATOM
PAYM,CGI_FICA_XML_DD,N_4737673710,N_7518235070,ELEM
PAYM,CGI_FICA_XML_DD,N_4745340020,N_5533760060,ELEM
PAYM,CGI_FICA_XML_DD,N_4768483930,N_6125685630,ELEM
PAYM,CGI_FICA_XML_DD,N_4772239840,N_7502235780,ATOM
PAYM,CGI_FICA_XML_DD,N_4776079100,N_7327304480,ELEM
PAYM,CGI_FICA_XML_DD,N_4792087030,N_0346425640,ELEM
PAYM,CGI_FICA_XML_DD,N_4800769140,N_1267896320,ELEM
PAYM,CGI_FICA_XML_DD,N_4832993790,N_8458787140,ATOM
PAYM,CGI_FICA_XML_DD,N_4867194630,N_6214987410,ELEM
PAYM,CGI_FICA_XML_DD,N_4869247820,N_2459322590,ELEM
PAYM,CGI_FICA_XML_DD,N_4898919780,N_7327304480,ELEM
PAYM,CGI_FICA_XML_DD,N_4912295390,N_9939095180,ATOM
PAYM,CGI_FICA_XML_DD,N_4917485100,N_1670924910,ELEM
PAYM,CGI_FICA_XML_DD,N_4918503960,N_7327304480,ELEM
PAYM,CGI_FICA_XML_DD,N_5002088650,N_1979401200,ELEM
PAYM,CGI_FICA_XML_DD,N_5010280490,N_3507524090,ATOM
PAYM,CGI_FICA_XML_DD,N_5054800120,N_0522348000,ATOM
PAYM,CGI_FICA_XML_DD,N_5055658520,N_1699969460,ELEM
PAYM,CGI_FICA_XML_DD,N_5110111960,N_3287991420,ATOM
PAYM,CGI_FICA_XML_DD,N_5137625300,N_0052230100,ATOM
PAYM,CGI_FICA_XML_DD,N_5139150780,N_5559874880,ATOM
PAYM,CGI_FICA_XML_DD,N_5156863100,N_0904818010,ELEM
PAYM,CGI_FICA_XML_DD,N_5171188730,N_0904968460,ELEM
PAYM,CGI_FICA_XML_DD,N_5228539190,N_6795101440,ATOM
PAYM,CGI_FICA_XML_DD,N_5231906710,N_5533760060,ELEM
PAYM,CGI_FICA_XML_DD,N_5247173120,N_4869247820,ELEM
PAYM,CGI_FICA_XML_DD,N_5282019160,N_0904968460,ELEM
PAYM,CGI_FICA_XML_DD,N_5314593510,N_8458787140,ATOM
PAYM,CGI_FICA_XML_DD,N_5315236510,N_1686235200,ELEM
PAYM,CGI_FICA_XML_DD,N_5339932210,N_6065548210,ELEM
PAYM,CGI_FICA_XML_DD,N_5384354760,N_9272750550,ELEM
PAYM,CGI_FICA_XML_DD,N_5437858110,N_0267447740,ELEM
PAYM,CGI_FICA_XML_DD,N_5495023050,N_7447965050,XMAT
PAYM,CGI_FICA_XML_DD,N_5506639970,N_4800769140,ELEM
PAYM,CGI_FICA_XML_DD,N_5533760060,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_5559874880,N_4365581180,ELEM
PAYM,CGI_FICA_XML_DD,N_5568179710,N_5002088650,XMAT
PAYM,CGI_FICA_XML_DD,N_5644595340,N_3287991420,ATOM
PAYM,CGI_FICA_XML_DD,N_5671803610,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_5673155770,N_3941184730,ATOM
PAYM,CGI_FICA_XML_DD,N_5679696390,N_1979401200,ELEM
PAYM,CGI_FICA_XML_DD,N_5686505680,N_9503806590,ELEM
PAYM,CGI_FICA_XML_DD,N_5701560130,N_9203959850,ELEM
PAYM,CGI_FICA_XML_DD,N_5702390230,N_9272750550,ELEM
PAYM,CGI_FICA_XML_DD,N_5766740900,N_7788528660,ELEM
PAYM,CGI_FICA_XML_DD,N_5801873690,N_7221043200,ATOM
PAYM,CGI_FICA_XML_DD,N_5876651750,N_8986322370,ELEM
PAYM,CGI_FICA_XML_DD,N_5915447920,N_6795101440,ATOM
PAYM,CGI_FICA_XML_DD,N_5947832220,N_1699969460,ELEM
PAYM,CGI_FICA_XML_DD,N_5987104830,N_6955787550,ELEM
PAYM,CGI_FICA_XML_DD,N_6033102230,N_0538464130,ELEM
PAYM,CGI_FICA_XML_DD,N_6065548210,N_1962170930,ELEM
PAYM,CGI_FICA_XML_DD,N_6092388980,N_6065548210,ELEM
PAYM,CGI_FICA_XML_DD,N_6125685630,N_8656128830,ELEM
PAYM,CGI_FICA_XML_DD,N_6128148560,N_4745340020,ELEM
PAYM,CGI_FICA_XML_DD,N_6172454580,N_5171188730,ELEM
PAYM,CGI_FICA_XML_DD,N_6187287410,N_6637801020,ATOM
PAYM,CGI_FICA_XML_DD,N_6214987410,N_7863571350,ELEM
PAYM,CGI_FICA_XML_DD,N_6218103420,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_6233899320,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_6260866980,N_7687200210,ATOM
PAYM,CGI_FICA_XML_DD,N_6266339540,N_7502422760,ELEM
PAYM,CGI_FICA_XML_DD,N_6279424120,N_0874005260,ATOM
PAYM,CGI_FICA_XML_DD,N_6281061470,N_4270163610,TECH
PAYM,CGI_FICA_XML_DD,N_6329119820,N_0661113440,ATOM
PAYM,CGI_FICA_XML_DD,N_6373376410,N_7981848320,ATOM
PAYM,CGI_FICA_XML_DD,N_6441500600,N_2246367700,ELEM
PAYM,CGI_FICA_XML_DD,N_6465197150,N_7935936550,ELEM
PAYM,CGI_FICA_XML_DD,N_6512978750,N_7502235780,ATOM
PAYM,CGI_FICA_XML_DD,N_6563390560,N_4800769140,ELEM
PAYM,CGI_FICA_XML_DD,N_6564604740,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_6637801020,N_2246367700,ELEM
PAYM,CGI_FICA_XML_DD,N_6683628960,N_9939095180,ATOM
PAYM,CGI_FICA_XML_DD,N_6708569920,N_7087414510,XMAT
PAYM,CGI_FICA_XML_DD,N_6756042260,N_0490589530,ELEM
PAYM,CGI_FICA_XML_DD,N_6774559710,N_4917485100,ATOM
PAYM,CGI_FICA_XML_DD,N_6782946620,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_6789241820,N_4577923980,ELEM
PAYM,CGI_FICA_XML_DD,N_6795101440,N_4365581180,ELEM
PAYM,CGI_FICA_XML_DD,N_6827684070,N_0545966570,ATOM
PAYM,CGI_FICA_XML_DD,N_6886970170,N_2522729560,ELEM
PAYM,CGI_FICA_XML_DD,N_6894641010,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_6908664920,N_0792438980,ATOM
PAYM,CGI_FICA_XML_DD,N_6910750860,N_5437858110,ELEM
PAYM,CGI_FICA_XML_DD,N_6922927480,N_2522729560,ELEM
PAYM,CGI_FICA_XML_DD,N_6955787550,N_5231906710,ELEM
PAYM,CGI_FICA_XML_DD,N_6974331800,N_5315236510,ATOM
PAYM,CGI_FICA_XML_DD,N_7032548350,N_7221043200,ATOM
PAYM,CGI_FICA_XML_DD,N_7065337390,N_4867194630,ELEM
PAYM,CGI_FICA_XML_DD,N_7067661520,N_3941184730,ATOM
PAYM,CGI_FICA_XML_DD,N_7087414510,ROOT,ELEM
PAYM,CGI_FICA_XML_DD,N_7121577790,N_6795101440,ATOM
PAYM,CGI_FICA_XML_DD,N_7138372980,N_4917485100,ATOM
PAYM,CGI_FICA_XML_DD,N_7145770540,N_0702855850,ELEM
PAYM,CGI_FICA_XML_DD,N_7166160520,N_0490589530,ELEM
PAYM,CGI_FICA_XML_DD,N_7176559000,N_0057460910,XMAT
PAYM,CGI_FICA_XML_DD,N_7221043200,N_3566473330,ELEM
PAYM,CGI_FICA_XML_DD,N_7319647740,N_0052230100,ATOM
PAYM,CGI_FICA_XML_DD,N_7323229760,N_4062307000,XMAT
PAYM,CGI_FICA_XML_DD,N_7327304480,N_0702855850,ELEM
PAYM,CGI_FICA_XML_DD,N_7428684030,N_5766740900,ATOM
PAYM,CGI_FICA_XML_DD,N_7447965050,N_5533760060,ELEM
PAYM,CGI_FICA_XML_DD,N_7457393690,N_8458787140,ATOM
PAYM,CGI_FICA_XML_DD,N_7459701050,N_6065548210,ELEM
PAYM,CGI_FICA_XML_DD,N_7469546310,N_5533760060,ELEM
PAYM,CGI_FICA_XML_DD,N_7488031080,N_0217836330,ATOM
PAYM,CGI_FICA_XML_DD,N_7502235780,N_2391754990,ELEM
PAYM,CGI_FICA_XML_DD,N_7502422760,N_0702855850,ELEM
PAYM,CGI_FICA_XML_DD,N_7518235070,N_6782946620,ELEM
PAYM,CGI_FICA_XML_DD,N_7532623850,N_2522729560,ELEM
PAYM,CGI_FICA_XML_DD,N_7536177610,N_7221043200,ATOM
PAYM,CGI_FICA_XML_DD,N_7585302730,N_5533760060,ELEM
PAYM,CGI_FICA_XML_DD,N_7591423050,N_9878123540,ELEM
PAYM,CGI_FICA_XML_DD,N_7657415200,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_7663960790,N_5247173120,ATOM
PAYM,CGI_FICA_XML_DD,N_7687200210,N_7087414510,XMAT
PAYM,CGI_FICA_XML_DD,N_7707772440,N_4745340020,ELEM
PAYM,CGI_FICA_XML_DD,N_7725099110,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_7742963770,N_6441500600,ELEM
PAYM,CGI_FICA_XML_DD,N_7788528660,N_7591423050,ELEM
PAYM,CGI_FICA_XML_DD,N_7820544350,N_4232742770,ELEM
PAYM,CGI_FICA_XML_DD,N_7831767770,N_7221043200,ATOM
PAYM,CGI_FICA_XML_DD,N_7861646690,N_9939095180,ATOM
PAYM,CGI_FICA_XML_DD,N_7863571350,N_9964998530,ELEM
PAYM,CGI_FICA_XML_DD,N_7912095340,N_0874005260,ATOM
PAYM,CGI_FICA_XML_DD,N_7928198730,N_9121566380,ELEM
PAYM,CGI_FICA_XML_DD,N_7935936550,N_7469546310,ELEM
PAYM,CGI_FICA_XML_DD,N_7969728660,N_7502235780,ATOM
PAYM,CGI_FICA_XML_DD,N_7978585690,N_4365581180,ELEM
PAYM,CGI_FICA_XML_DD,N_7981848320,N_8935052710,ELEM
PAYM,CGI_FICA_XML_DD,N_7986911730,N_3823157380,ELEM
PAYM,CGI_FICA_XML_DD,N_8014414190,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_8054689480,N_5671803610,ELEM
PAYM,CGI_FICA_XML_DD,N_8089046310,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_8099735090,N_9741431780,ATOM
PAYM,CGI_FICA_XML_DD,N_8141810120,N_6955787550,ELEM
PAYM,CGI_FICA_XML_DD,N_8204454840,N_4800769140,ELEM
PAYM,CGI_FICA_XML_DD,N_8220048570,N_0217836330,ATOM
PAYM,CGI_FICA_XML_DD,N_8223509730,N_0874005260,ATOM
PAYM,CGI_FICA_XML_DD,N_8358127620,N_0267447740,TECH
PAYM,CGI_FICA_XML_DD,N_8399559020,N_6756042260,ELEM
PAYM,CGI_FICA_XML_DD,N_8439088070,N_2199944120,ATOM
PAYM,CGI_FICA_XML_DD,N_8445633560,N_4319721240,ATOM
PAYM,CGI_FICA_XML_DD,N_8446817630,N_0522348000,ATOM
PAYM,CGI_FICA_XML_DD,N_8452531710,N_9644707410,ATOM
PAYM,CGI_FICA_XML_DD,N_8458787140,N_7585302730,ELEM
PAYM,CGI_FICA_XML_DD,N_8476099800,N_1979401200,ELEM
PAYM,CGI_FICA_XML_DD,N_8481189330,N_8986322370,ELEM
PAYM,CGI_FICA_XML_DD,N_8540830630,N_2246367700,ELEM
PAYM,CGI_FICA_XML_DD,N_8656128830,N_8054689480,ELEM
PAYM,CGI_FICA_XML_DD,N_8703584490,N_9612368920,ELEM
PAYM,CGI_FICA_XML_DD,N_8709016720,N_8933726240,ELEM
PAYM,CGI_FICA_XML_DD,N_8720951260,N_3463726340,ELEM
PAYM,CGI_FICA_XML_DD,N_8740252380,N_8720951260,TECH
PAYM,CGI_FICA_XML_DD,N_8825392540,N_6441500600,TECH
PAYM,CGI_FICA_XML_DD,N_8837639320,N_9741431780,ATOM
PAYM,CGI_FICA_XML_DD,N_8844248730,N_6218103420,ELEM
PAYM,CGI_FICA_XML_DD,N_8845426270,N_9174437910,ELEM
PAYM,CGI_FICA_XML_DD,N_8861187650,N_4577923980,ELEM
PAYM,CGI_FICA_XML_DD,N_8897175940,N_9741431780,ATOM
PAYM,CGI_FICA_XML_DD,N_8915387030,N_7327304480,ELEM
PAYM,CGI_FICA_XML_DD,N_8931830050,N_4319721240,ATOM
PAYM,CGI_FICA_XML_DD,N_8933726240,N_6125685630,ELEM
PAYM,CGI_FICA_XML_DD,N_8935052710,N_6218103420,ELEM
PAYM,CGI_FICA_XML_DD,N_8986322370,N_5533760060,ELEM
PAYM,CGI_FICA_XML_DD,N_8991455430,N_1699969460,ELEM
PAYM,CGI_FICA_XML_DD,N_9002276690,N_2039925150,ATOM
PAYM,CGI_FICA_XML_DD,N_9056049570,N_3941184730,ATOM
PAYM,CGI_FICA_XML_DD,N_9065905840,N_2199944120,ATOM
PAYM,CGI_FICA_XML_DD,N_9080829890,N_4319721240,ATOM
PAYM,CGI_FICA_XML_DD,N_9090262440,N_6782946620,ELEM
PAYM,CGI_FICA_XML_DD,N_9100079190,N_2248838800,ATOM
PAYM,CGI_FICA_XML_DD,N_9121566380,N_9272750550,ELEM
PAYM,CGI_FICA_XML_DD,N_9174437910,N_0538464130,ELEM
PAYM,CGI_FICA_XML_DD,N_9203959850,N_6441500600,ELEM
PAYM,CGI_FICA_XML_DD,N_9225757260,N_0278662330,ELEM
PAYM,CGI_FICA_XML_DD,N_9246645320,N_5679696390,XMAT
PAYM,CGI_FICA_XML_DD,N_9272750550,N_9596744820,ELEM
PAYM,CGI_FICA_XML_DD,N_9275327930,N_7981848320,ATOM
PAYM,CGI_FICA_XML_DD,N_9275392860,N_0178144090,ELEM
PAYM,CGI_FICA_XML_DD,N_9306469200,N_6795101440,ATOM
PAYM,CGI_FICA_XML_DD,N_9322936210,N_4917485100,ATOM
PAYM,CGI_FICA_XML_DD,N_9329701250,N_0874005260,ATOM
PAYM,CGI_FICA_XML_DD,N_9394719530,N_6637801020,ATOM
PAYM,CGI_FICA_XML_DD,N_9431658660,N_6441500600,TECH
PAYM,CGI_FICA_XML_DD,N_9500088240,N_0267447740,ELEM
PAYM,CGI_FICA_XML_DD,N_9503806590,N_9090262440,ELEM
PAYM,CGI_FICA_XML_DD,N_9583372270,N_4319721240,ATOM
PAYM,CGI_FICA_XML_DD,N_9584563710,N_0610888410,ATOM
PAYM,CGI_FICA_XML_DD,N_9596744820,N_5533760060,ELEM
PAYM,CGI_FICA_XML_DD,N_9612368920,N_5533760060,ELEM
PAYM,CGI_FICA_XML_DD,N_9614535180,N_7221043200,ATOM
PAYM,CGI_FICA_XML_DD,N_9634637130,N_7502235780,ATOM
PAYM,CGI_FICA_XML_DD,N_9639680190,N_4917485100,ATOM
PAYM,CGI_FICA_XML_DD,N_9644707410,N_1699969460,ELEM
PAYM,CGI_FICA_XML_DD,N_9741431780,N_0454669940,ELEM
PAYM,CGI_FICA_XML_DD,N_9750872840,N_4538859020,ELEM
PAYM,CGI_FICA_XML_DD,N_9768822980,N_0490589530,ELEM
PAYM,CGI_FICA_XML_DD,N_9778466060,N_0217836330,ATOM
PAYM,CGI_FICA_XML_DD,N_9878123540,N_0267447740,ELEM
PAYM,CGI_FICA_XML_DD,N_9878679530,N_3507524090,ATOM
PAYM,CGI_FICA_XML_DD,N_9890139330,N_7502422760,ELEM
PAYM,CGI_FICA_XML_DD,N_9939095180,N_8703584490,ELEM
PAYM,CGI_FICA_XML_DD,N_9941595570,N_4917485100,ATOM
PAYM,CGI_FICA_XML_DD,N_9941717560,N_2522729560,ELEM
PAYM,CGI_FICA_XML_DD,N_9964998530,N_5533760060,ELEM
PAYM,CGI_FICA_XML_DD,N_9978648420,N_6886970170,ATOM
PAYM,CGI_FICA_XML_DD,N_9982371240,N_9612368920,ELEM
PAYM,CGI_FICA_XML_DD,N_9986185470,N_5559874880,ATOM
PAYM,CGI_FICA_XML_DD,N_9992347850,N_8476099800,XMAT
PAYM,CGI_FICA_XML_DD,N_9997885090,N_5247173120,ATOM
PAYM,CGI_FICA_XML_DD,N_0052230100,N_7585302730,ELEM
PAYM,CGI_FICA_XML_DD,N_0057460910,N_7707772440,ELEM
PAYM,CGI_FICA_XML_DD,N_0058822680,N_6441500600,TECH
PAYM,CGI_FICA_XML_DD,N_0083566990,N_7087414510,XMAT
PAYM,CGI_FICA_XML_DD,N_0115997900,N_4917485100,ATOM
PAYM,CGI_FICA_XML_DD,N_0142699090,N_4232778160,ELEM
PAYM,CGI_FICA_XML_DD,N_0178144090,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_0202970870,N_4232778160,ELEM
PAYM,CGI_FICA_XML_DD,N_0217836330,N_5384354760,ELEM
PAYM,CGI_FICA_XML_DD,N_0221337250,N_7502422760,ELEM
PAYM,CGI_FICA_XML_DD,N_0234487860,N_7327304480,ELEM
PAYM,CGI_FICA_XML_DD,N_0245469860,N_6637801020,ATOM
PAYM,CGI_FICA_XML_DD,N_0267447740,N_4365581180,ELEM
PAYM,CGI_FICA_XML_DD,N_0270856260,N_9741431780,ATOM
PAYM,CGI_FICA_XML_DD,N_0278662330,N_0443088200,ELEM
PAYM,CGI_FICA_XML_DD,N_0328518660,N_7502235780,ATOM
PAYM,CGI_FICA_XML_DD,N_0346425640,N_0267447740,ELEM
PAYM,CGI_FICA_XML_DD,N_0362220300,N_7591423050,ELEM
PAYM,CGI_FICA_XML_DD,N_0366721090,N_6637801020,ATOM
PAYM,CGI_FICA_XML_DD,N_0427575810,N_0874005260,ATOM
PAYM,CGI_FICA_XML_DD,N_0443088200,N_6910750860,ELEM
PAYM,CGI_FICA_XML_DD,N_0454669940,N_7469546310,ELEM
PAYM,CGI_FICA_XML_DD,N_0463438730,N_7502422760,ELEM
PAYM,CGI_FICA_XML_DD,N_0466364950,N_0545966570,ATOM
PAYM,CGI_FICA_XML_DD,N_0488411920,N_7327304480,TECH
PAYM,CGI_FICA_XML_DD,N_0490589530,N_5701560130,ELEM
PAYM,CGI_FICA_XML_DD,N_0519657850,N_1962170930,ELEM
PAYM,CGI_FICA_XML_DD,N_0522348000,N_9596744820,ELEM
PAYM,CGI_FICA_XML_DD,N_0525606180,N_4745340020,ELEM
PAYM,CGI_FICA_XML_DD,N_0536594150,N_4319721240,ATOM
PAYM,CGI_FICA_XML_DD,N_0538464130,N_9121566380,ELEM
PAYM,CGI_FICA_XML_DD,N_0543947640,N_0217836330,ATOM
PAYM,CGI_FICA_XML_DD,N_0545966570,N_5533760060,ELEM
PAYM,CGI_FICA_XML_DD,N_0553936250,N_7502422760,ELEM
PAYM,CGI_FICA_XML_DD,N_0603108100,N_0217836330,ATOM
PAYM,CGI_FICA_XML_DD,N_0610888410,N_7327304480,ELEM
PAYM,CGI_FICA_XML_DD,N_0629402160,N_6637801020,ATOM
PAYM,CGI_FICA_XML_DD,N_0645847570,N_6637801020,ATOM
PAYM,CGI_FICA_XML_DD,N_0661113440,N_5339932210,ELEM
PAYM,CGI_FICA_XML_DD,N_0680066000,N_0685289670,XMAT
PAYM,CGI_FICA_XML_DD,N_0683584910,N_1699969460,TECH
PAYM,CGI_FICA_XML_DD,N_0685289670,N_1979401200,ELEM
PAYM,CGI_FICA_XML_DD,N_0687681770,N_1699969460,TECH
PAYM,CGI_FICA_XML_DD,N_0690402830,N_1267896320,ELEM
PAYM,CGI_FICA_XML_DD,N_0696104680,N_2246367700,ELEM
PAYM,CGI_FICA_XML_DD,N_0697768100,N_5701560130,ELEM
PAYM,CGI_FICA_XML_DD,N_0702855850,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_0707720960,N_7502235780,ATOM
PAYM,CGI_FICA_XML_DD,N_0712668530,N_7502235780,ATOM
PAYM,CGI_FICA_XML_DD,N_0721449460,N_0702855850,ELEM
PAYM,CGI_FICA_XML_DD,N_0732187850,N_5315236510,ATOM
PAYM,CGI_FICA_XML_DD,N_0767116200,N_0083566990,ATOM
PAYM,CGI_FICA_XML_DD,N_0792438980,N_7707772440,ELEM
PAYM,CGI_FICA_XML_DD,N_0874005260,N_5055658520,ELEM
PAYM,CGI_FICA_XML_DD,N_0896139550,N_0267447740,TECH
PAYM,CGI_FICA_XML_DD,N_0904818010,N_6214987410,ELEM
PAYM,CGI_FICA_XML_DD,N_0904968460,N_8089046310,ELEM
PAYM,CGI_FICA_XML_DD,N_0917225920,N_7502422760,ELEM
PAYM,CGI_FICA_XML_DD,N_1044083470,N_9939095180,ATOM
PAYM,CGI_FICA_XML_DD,N_1087542690,N_0267447740,ELEM
PAYM,CGI_FICA_XML_DD,N_1093753480,N_4319721240,ATOM
PAYM,CGI_FICA_XML_DD,N_1191262760,N_3941184730,ATOM
PAYM,CGI_FICA_XML_DD,N_1267779120,N_7327304480,ELEM
PAYM,CGI_FICA_XML_DD,N_1267896320,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_1410743260,N_2551246060,ELEM
PAYM,CGI_FICA_XML_DD,N_1428030970,N_0874005260,ATOM
PAYM,CGI_FICA_XML_DD,N_1457664780,N_6955787550,ELEM
PAYM,CGI_FICA_XML_DD,N_1482674950,N_4800769140,ELEM
PAYM,CGI_FICA_XML_DD,N_1522181240,N_1699969460,TECH
PAYM,CGI_FICA_XML_DD,N_1554757820,N_0490589530,ELEM
PAYM,CGI_FICA_XML_DD,N_1558646170,N_4319721240,ATOM
PAYM,CGI_FICA_XML_DD,N_1611881960,N_3214537850,ELEM
PAYM,CGI_FICA_XML_DD,N_1635762420,N_0522348000,ATOM
PAYM,CGI_FICA_XML_DD,N_1663432690,N_4917485100,ATOM
PAYM,CGI_FICA_XML_DD,N_1664353650,N_4917485100,ATOM
PAYM,CGI_FICA_XML_DD,N_1670924910,N_1699969460,ELEM
PAYM,CGI_FICA_XML_DD,N_1681160090,N_5533760060,ELEM
PAYM,CGI_FICA_XML_DD,N_1686235200,N_9090262440,ELEM
PAYM,CGI_FICA_XML_DD,N_1699969460,N_8720951260,ELEM
PAYM,CGI_FICA_XML_DD,N_1717713310,N_4270163610,ELEM
PAYM,CGI_FICA_XML_DD,N_1900676780,N_7221043200,ATOM
PAYM,CGI_FICA_XML_DD,N_1928193190,N_0874005260,ATOM
PAYM,CGI_FICA_XML_DD,N_1935586530,N_0792438980,ATOM
PAYM,CGI_FICA_XML_DD,N_1962170930,N_5533760060,ELEM
PAYM,CGI_FICA_XML_DD,N_1963041010,N_7469546310,ELEM
PAYM,CGI_FICA_XML_DD,N_1979401200,N_9272750550,ELEM
PAYM,CGI_FICA_XML_DD,N_2039925150,N_9612368920,ELEM
PAYM,CGI_FICA_XML_DD,N_2042953290,N_5156863100,ELEM
PAYM,CGI_FICA_XML_DD,N_2197058480,N_4336669550,ELEM
PAYM,CGI_FICA_XML_DD,N_2199944120,N_7327304480,ELEM
PAYM,CGI_FICA_XML_DD,N_2222010190,N_2522729560,ELEM
PAYM,CGI_FICA_XML_DD,N_2222681740,N_2039925150,ATOM
PAYM,CGI_FICA_XML_DD,N_2224487270,N_5384354760,ELEM
PAYM,CGI_FICA_XML_DD,N_2246367700,N_3463726340,ELEM
PAYM,CGI_FICA_XML_DD,N_2248838800,N_4792087030,ELEM
PAYM,CGI_FICA_XML_DD,N_2288518960,N_7221043200,ATOM
PAYM,CGI_FICA_XML_DD,N_2297380240,N_6955787550,ELEM
PAYM,CGI_FICA_XML_DD,N_2314289820,N_3823157380,ELEM
PAYM,CGI_FICA_XML_DD,N_2365576620,N_8089046310,ELEM
PAYM,CGI_FICA_XML_DD,N_2375962900,N_4800769140,ELEM
PAYM,CGI_FICA_XML_DD,N_2391754990,N_9612368920,ELEM
PAYM,CGI_FICA_XML_DD,N_2397955040,N_7502235780,ATOM
PAYM,CGI_FICA_XML_DD,N_2459322590,N_5384354760,ELEM
PAYM,CGI_FICA_XML_DD,N_2522729560,N_8986322370,ELEM
PAYM,CGI_FICA_XML_DD,N_2551246060,N_5876651750,ELEM
PAYM,CGI_FICA_XML_DD,N_2553408660,N_5231906710,ELEM
PAYM,CGI_FICA_XML_DD,N_2607936120,N_7687200210,ATOM
PAYM,CGI_FICA_XML_DD,N_2664595500,N_4917485100,ATOM
PAYM,CGI_FICA_XML_DD,N_2688532060,N_9225757260,ELEM
PAYM,CGI_FICA_XML_DD,N_2710633700,N_1087542690,ELEM
PAYM,CGI_FICA_XML_DD,N_2747826670,N_4800769140,ELEM
PAYM,CGI_FICA_XML_DD,N_2763390370,N_6789241820,ELEM
PAYM,CGI_FICA_XML_DD,N_2777433190,N_5339932210,ELEM
PAYM,CGI_FICA_XML_DD,N_2792479130,N_2246367700,ELEM
PAYM,CGI_FICA_XML_DD,N_2799561380,N_5156863100,ELEM
PAYM,CGI_FICA_XML_DD,N_2802258160,N_7327304480,ELEM
PAYM,CGI_FICA_XML_DD,N_2814504860,N_1699969460,TECH
PAYM,CGI_FICA_XML_DD,N_2901254480,N_0702855850,ELEM
PAYM,CGI_FICA_XML_DD,N_2904598150,N_7087414510,ELEM
PAYM,CGI_FICA_XML_DD,N_2929483050,N_4917485100,ATOM
PAYM,CGI_FICA_XML_DD,N_3016496750,N_6886970170,ATOM
PAYM,CGI_FICA_XML_DD,N_3030458760,N_7087414510,ELEM
PAYM,CGI_FICA_XML_DD,N_3102355630,N_0522348000,ATOM
PAYM,CGI_FICA_XML_DD,N_3117277260,N_8986322370,TECH
PAYM,CGI_FICA_XML_DD,N_3175243580,N_3941184730,ATOM
PAYM,CGI_FICA_XML_DD,N_3214537850,N_9275392860,ELEM
PAYM,CGI_FICA_XML_DD,N_3247305730,N_2522729560,ELEM
PAYM,CGI_FICA_XML_DD,N_3264018090,N_4232778160,ELEM
PAYM,CGI_FICA_XML_DD,N_3280118160,N_2799561380,ELEM
PAYM,CGI_FICA_XML_DD,N_3287991420,N_5437858110,ELEM
PAYM,CGI_FICA_XML_DD,N_3304592770,N_7502235780,ATOM
PAYM,CGI_FICA_XML_DD,N_3323116760,N_4319721240,ATOM
PAYM,CGI_FICA_XML_DD,N_3400686240,N_0610888410,ATOM
PAYM,CGI_FICA_XML_DD,N_3428136770,N_7221043200,ATOM
PAYM,CGI_FICA_XML_DD,N_3450178880,N_8915387030,ATOM
PAYM,CGI_FICA_XML_DD,N_3463726340,N_7087414510,ELEM
PAYM,CGI_FICA_XML_DD,N_3492139020,N_4538859020,ELEM
PAYM,CGI_FICA_XML_DD,N_3492949380,N_0519657850,ELEM
PAYM,CGI_FICA_XML_DD,N_3507524090,N_2522729560,ELEM
PAYM,CGI_FICA_XML_DD,N_3564991160,N_8986322370,ELEM
PAYM,CGI_FICA_XML_DD,N_3566473330,N_9612368920,ELEM
PAYM,CGI_FICA_XML_DD,N_3595880140,N_0661113440,ATOM
PAYM,CGI_FICA_XML_DD,N_3619018520,N_1410743260,ELEM
PAYM,CGI_FICA_XML_DD,N_3627634810,N_8915387030,ATOM
