fund,fund_type,link_type,wbs_objnr,wbs_posid,wbs_post1,n_commit_lines,ps_commit_open_2026,ps_budget_2026,ps_actual_2026,ps_pool_remaining,fm_revenue_2026,fm_consumed_2026,fm_pool_remaining,isbd_flag,state,commit_exceeds_fm,pre_flight_verdict
549AFG5001,105,HARD,PR00053717,549AFG5001.2.5.2,Partnerships women-led organiz,3,15000.00,15000.00,,0.00,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053700,549AFG5001.1.1.2,Basic service provision partne,6,12080.00,19750.00,7170.00,500.00,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053709,549AFG5001.2.2.1,Skill developement - Partners,6,12000.00,94250.00,13969.00,68281.00,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053713,549AFG5001.2.4.2,Disaster & Agricultural - Comm,4,9920.00,12100.00,2080.00,100.00,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053716,549AFG5001.2.5.1,Support services Partnerships,7,9188.45,64260.68,39183.05,15889.18,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053701,549AFG5001.1.1.3,Basic service provision- Globa,1,8000.00,11034.00,,3034.00,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053720,549AFG5001.3.1.1,National Project Officer,33,7984.87,49293.96,29255.48,12053.61,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053706,549AFG5001.2.1.2,Job opportunities -Commercial,3,7500.00,22500.00,10000.00,5000.00,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053699,549AFG5001.1.1.1,Basic service provision partnerships-C,5,6484.00,44088.00,36951.00,653.00,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053710,549AFG5001.2.3.1,Vocational skills - Partnershi,1,5458.00,10459.00,,5001.00,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053702,549AFG5001.1.2.1,Media-based education Partners,2,5000.00,19900.00,5739.00,9161.00,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053712,549AFG5001.2.4.1,Disaster & Agricultural -Partn,1,5000.00,11000.00,,6000.00,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053722,549AFG5001.3.1.3,Administrative Assistant Cost,3,2921.85,6085.00,,3163.15,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053735,549AFG5001.5.2,Other Costs,9,1184.91,5057.45,682.49,3190.05,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053718,549AFG5001.2.6.1,Cooperation media outlets and,3,1133.00,48969.78,942.00,46894.78,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053715,549AFG5001.2.4.4,Crisis Response,2,0.00,20000.00,20000.00,0.00,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053721,549AFG5001.3.1.2,National Operations & ME Assis,12,0.00,11735.65,11687.40,48.25,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
549AFG5001,105,HARD,PR00053734,549AFG5001.5.1,Office Leases and Security Cos,1,0.00,18911.10,18911.10,0.00,1263361.11,-315887.82,947473.29,YES,ALIGNED,NO,PASS
495GLO1062,104,HARD,PR00057865,495GLO1062.2,Digital Learning Week,93,128831.89,430413.00,31436.65,270144.46,1070642.92,-113216.67,957426.25,NO,ALIGNED,NO,PASS
495GLO1062,104,HARD,PR00057867,495GLO1062.4,Technology and AI in education,71,52116.70,122324.00,49521.72,20685.58,1070642.92,-113216.67,957426.25,YES,ALIGNED,NO,PASS
495GLO1062,104,HARD,PR00057866,495GLO1062.3,Gateways initiative,27,0.00,37384.00,37138.91,245.09,1070642.92,-113216.67,957426.25,YES,ALIGNED,NO,PASS
914BRZ4029,,DERIVED,PR00052610,914BRZ4029,Top WBS: Supreme Court Museum: Heritage,17,198671.27,14639874.75,-972078.32,15413281.80,1212718.19,-250412.86,962305.33,YES,ALIGNED,NO,PASS
567UKR5002,105,HARD,PR00059043,567UKR5002.6,Operational running cost,26,62399.41,70429.76,6822.64,1207.71,1007066.00,-41324.86,965741.14,YES,ALIGNED,NO,PASS
567UKR5002,105,HARD,PR00059033,567UKR5002.1.1,Output 1.1: Safety of journali,5,18406.47,160000.00,9465.55,132127.98,1007066.00,-41324.86,965741.14,NO,ALIGNED,NO,PASS
567UKR5002,105,HARD,PR00059039,567UKR5002.3.1,Output 3.1: Media and informat,18,15842.93,140000.00,25000.00,99157.07,1007066.00,-41324.86,965741.14,NO,ALIGNED,NO,PASS
567UKR5002,105,HARD,PR00059042,567UKR5002.5,Communication,2,12294.64,13000.00,,705.36,1007066.00,-41324.86,965741.14,YES,ALIGNED,NO,PASS
567UKR5002,105,HARD,PR00059041,567UKR5002.4,Evaluation,3,1335.76,25000.00,,23664.24,1007066.00,-41324.86,965741.14,NO,ALIGNED,NO,PASS
727VIE1004,107,HARD,PR00059625,727VIE1004.3,"UNESCO's technical support, pr",28,23978.59,57486.00,9454.47,24052.94,1054000.00,-9454.47,1044545.53,NO,ALIGNED,NO,PASS
914BRZ1153,,DERIVED,PR00047892,914BRZ1153,Development of a transformative and citi,284,1370044.66,3728901.62,-1156152.43,3515009.39,124432.14,994639.04,1119071.18,YES,ALIGNED,YES,PRE_FLIGHT_BLOCK_PARTIAL
495GLO4643,104,HARD,PR00059088,495GLO4643.1,Hangzhou Forum,153,211612.26,655050.18,168020.69,275417.23,1299212.09,-175359.24,1123852.85,NO,ALIGNED,NO,PASS
501ZIM1000,105,HARD,PR00059591,501ZIM1000.5.1,Country level implementation s,27,144716.70,314780.58,21821.76,148242.12,1170000.00,-21821.76,1148178.24,NO,ALIGNED,NO,PASS
914BRZ3061,,DERIVED,PR00054150,914BRZ3061,Top WBS: Social Protection for Families,146,580000.00,1225546.19,-1287455.31,1933001.50,47939.94,1227770.29,1275710.23,YES,ALIGNED,NO,PASS
567UKR1002,105,HARD,PR00059048,567UKR1002.2.1,Output 2.1: Capacity of educa,65,58610.02,400000.00,,341389.98,1316933.00,-10948.35,1305984.65,NO,ALIGNED,NO,PASS
567UKR1002,105,HARD,PR00059054,567UKR1002.6,Operational/running cost,24,56901.53,83888.38,10140.05,16846.80,1316933.00,-10948.35,1305984.65,YES,ALIGNED,NO,PASS
567UKR1002,105,HARD,PR00059051,567UKR1002.3.1,Output N°3.1: Capacity of edu,21,25672.15,290000.00,,264327.85,1316933.00,-10948.35,1305984.65,YES,ALIGNED,NO,PASS
567UKR1002,105,HARD,PR00059049,567UKR1002.2.2,Output 2.2: Young people are,23,16477.17,180000.00,,163522.83,1316933.00,-10948.35,1305984.65,NO,ALIGNED,NO,PASS
567UKR1002,105,HARD,PR00059046,567UKR1002.1.1,Output N°1: National framewor,21,15983.66,136355.00,,120371.34,1316933.00,-10948.35,1305984.65,NO,ALIGNED,NO,PASS
567UKR1002,105,HARD,PR00059052,567UKR1002.4,Evaluation,3,4007.26,35952.00,,31944.74,1316933.00,-10948.35,1305984.65,YES,ALIGNED,NO,PASS
567UKR1002,105,HARD,PR00059053,567UKR1002.5,Communication,1,0.00,15000.00,753.00,14247.00,1316933.00,-10948.35,1305984.65,NO,ALIGNED,NO,PASS
526RAS4028,105,HARD,PR00050817,526RAS4028.6,Global Coordination of the Project,73,73421.84,747328.22,93142.57,580763.81,1625722.02,-148934.33,1476787.69,YES,ALIGNED,NO,PASS
526RAS4028,105,HARD,PR00058680,526RAS4028.2.1,Decentralization Almaty,9,24707.00,111586.00,38921.13,47957.87,1625722.02,-148934.33,1476787.69,NO,ALIGNED,NO,PASS
526RAS4028,105,HARD,PR00050812,526RAS4028.1,Inception Phase Activities,2,0.00,47413.45,4340.00,43073.45,1625722.02,-148934.33,1476787.69,YES,ALIGNED,NO,PASS
526RAS4028,105,HARD,PR00050815,526RAS4028.4,Mainstreaming transnational conservation,3,0.00,209335.00,10440.00,198895.00,1625722.02,-148934.33,1476787.69,NO,ALIGNED,NO,PASS
567UKR4002,105,HARD,PR00059059,567UKR4002.1.1.2,Activity 1.1.2. Carry out eff,52,116665.65,557678.00,,441012.35,1549334.00,-19163.41,1530170.59,NO,ALIGNED,NO,PASS
567UKR4002,105,HARD,PR00059061,567UKR4002.2.1,Activity 2.1.1. Strengthen th,29,70000.00,400940.00,,330940.00,1549334.00,-19163.41,1530170.59,NO,ALIGNED,NO,PASS
567UKR4002,105,HARD,PR00059063,567UKR4002.4,Communication,1,12000.00,12000.00,,0.00,1549334.00,-19163.41,1530170.59,YES,ALIGNED,NO,PASS
567UKR4002,105,HARD,PR00059064,567UKR4002.5,Operational/running costs,12,5333.23,78576.34,19101.90,54141.21,1549334.00,-19163.41,1530170.59,YES,ALIGNED,NO,PASS
567UKR4002,105,HARD,PR00059062,567UKR4002.3,Evaluation,3,1335.76,12297.00,,10961.24,1549334.00,-19163.41,1530170.59,YES,ALIGNED,NO,PASS
439GLO2043,104,HARD,PR00058569,439GLO2043.2.1,Climate change,159,86480.24,1050751.58,109226.97,855044.37,1861516.64,-306163.34,1555353.30,NO,ALIGNED,NO,PASS
439GLO2043,104,HARD,PR00058565,439GLO2043.1.1,IberoMab,68,48545.45,136863.92,30191.56,58126.91,1861516.64,-306163.34,1555353.30,NO,ALIGNED,NO,PASS
439GLO2043,104,HARD,PR00058571,439GLO2043.2.3,Multi-designated areas,116,46595.45,105194.07,26326.74,32271.88,1861516.64,-306163.34,1555353.30,NO,ALIGNED,NO,PASS
439GLO2043,104,HARD,PR00058566,439GLO2043.1.2,Thematic network activities,142,43992.57,121934.85,28712.85,49229.43,1861516.64,-306163.34,1555353.30,YES,ALIGNED,NO,PASS
439GLO2043,104,HARD,PR00058570,439GLO2043.2.2,Hangzhou Action Plan,126,29062.97,250623.28,75529.92,146030.39,1861516.64,-306163.34,1555353.30,NO,ALIGNED,NO,PASS
439GLO2043,104,HARD,PR00058997,439GLO2043.1.3.1,Yaoundé,3,18164.00,30804.00,8946.00,3694.00,1861516.64,-306163.34,1555353.30,YES,ALIGNED,NO,PASS
439GLO2043,104,HARD,PR00059084,439GLO2043.1.1.1,Lima,3,7517.49,14385.00,5074.04,1793.47,1861516.64,-306163.34,1555353.30,YES,ALIGNED,NO,PASS
439GLO2043,104,HARD,PR00059601,439GLO2043.1.2.2,La Havana,9,3320.78,35000.00,1660.39,30018.83,1861516.64,-306163.34,1555353.30,NO,ALIGNED,NO,PASS
439GLO2043,104,HARD,PR00059085,439GLO2043.1.2.1,Lima,1,368.42,11617.00,,11248.58,1861516.64,-306163.34,1555353.30,NO,ALIGNED,NO,PASS
439GLO2043,104,HARD,PR00058567,439GLO2043.1.3,"Island, coastal and marine bio",3,0.00,54084.46,-10007.64,64092.10,1861516.64,-306163.34,1555353.30,NO,ALIGNED,NO,PASS
439GLO2043,104,HARD,PR00059466,439GLO2043.1.1.3,Mexico,1,0.00,4764.00,4597.63,166.37,1861516.64,-306163.34,1555353.30,YES,ALIGNED,NO,PASS
439GLO2043,104,HARD,PR00059469,439GLO2043.2.1.3,Mexico,1,0.00,4764.00,4597.63,166.37,1861516.64,-306163.34,1555353.30,YES,ALIGNED,NO,PASS
193UND2043,104,HARD,PR00058024,193UND2043.1,Overall coordination,98,152716.07,930000.00,102124.24,675159.69,1750058.13,-178943.69,1571114.44,NO,ALIGNED,NO,PASS
193UND2043,104,HARD,PR00058028,193UND2043.4.1,IOCAFRICA,15,3765.60,44000.00,15074.39,25160.01,1750058.13,-178943.69,1571114.44,NO,ALIGNED,NO,PASS
193UND2043,104,HARD,PR00058033,193UND2043.5,ECOPS Programme,5,113.14,45000.00,7191.83,37695.03,1750058.13,-178943.69,1571114.44,NO,ALIGNED,NO,PASS
193UND2043,104,HARD,PR00058026,193UND2043.3,Outreach and engagement,1,0.00,100000.00,1242.82,98757.18,1750058.13,-178943.69,1571114.44,NO,ALIGNED,NO,PASS
193UND2043,104,HARD,PR00058029,193UND2043.4.2,IOCARIBE,40,0.00,45000.00,44443.97,556.03,1750058.13,-178943.69,1571114.44,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048082,549IRQ1004.1.1.1,Activity 1.1.1a:  Hiring a nat,51,554883.23,735250.14,179528.90,838.01,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048126,549IRQ1004.5,Admin and support staff costs,109,108556.45,396008.12,53213.77,234237.90,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048104,549IRQ1004.2.2.1,Activity 3.2.1:  Development o,64,78696.28,187050.62,44070.44,64283.90,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048122,549IRQ1004.3.2.3,Activity 4.2.3:   Training CSO,96,75016.81,245401.93,38841.84,131543.28,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048085,549IRQ1004.1.1.4,Activity 1.1.3:   Training of,53,70657.28,92668.90,18362.92,3648.70,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048115,549IRQ1004.3.1.1,Activity 4.1.1:  Mapping of Ir,12,58412.96,66176.61,1440.67,6322.98,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048084,549IRQ1004.1.1.3,"Activity 1.1.2:  Procurement,",92,56972.41,168204.67,80845.53,30386.73,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048100,549IRQ1004.2.1.2,Activity 3.1.2:  Development o,84,52376.29,93033.24,31859.43,8797.52,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048117,549IRQ1004.3.1.3,Activity 4.1.3:   Establishmen,70,52000.18,126403.82,39246.00,35157.64,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048090,549IRQ1004.1.2.2,Activity 1.2.2:  Training of M,15,51817.00,102521.26,16713.81,33990.45,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048107,549IRQ1004.2.2.4,Activity 3.2.4: Creation on-li,26,47993.00,118237.46,37259.73,32984.73,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048099,549IRQ1004.2.1.1,Activity 3.1.1:  Development o,20,33475.40,84540.63,33492.71,17572.52,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048121,549IRQ1004.3.2.2,Activity 4.2.2:   Technical su,28,14274.23,99734.34,15677.44,69782.67,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048116,549IRQ1004.3.1.2,Activity 4.1.2:   Advocate and,7,10608.43,65475.26,10660.23,44206.60,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048086,549IRQ1004.1.1.5,Activity 1.1.4:  Training of E,2,10491.58,13972.38,,3480.80,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048096,549IRQ1004.1.3.3,Activity 1.3.3: Development of,38,9696.19,159924.15,7378.52,142849.44,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048110,549IRQ1004.2.3.1,Activity 3.3.1:   Develop of t,2,8613.00,39022.31,,30409.31,4443763.05,-2484778.53,1958984.52,NO,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048094,549IRQ1004.1.3.1,Activity 1.3.1:  Develop and a,8,7220.70,40425.03,9209.76,23994.57,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048089,549IRQ1004.1.2.1,Activity 1.2.1:   Adoption and,23,4413.12,134352.21,25073.68,104865.41,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048095,549IRQ1004.1.3.2,Activity 1.3.2:  Enhancement o,7,2908.09,61420.85,5824.68,52688.08,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048108,549IRQ1004.2.2.5,Activity 3.2.6: Advocate and s,3,2252.70,65910.00,,63657.30,4443763.05,-2484778.53,1958984.52,NO,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048106,549IRQ1004.2.2.3,"Activity 3.2.3: Training on ""p",2,334.00,210592.75,,210258.75,4443763.05,-2484778.53,1958984.52,NO,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048101,549IRQ1004.2.1.3,Activity 3.1.3:  Development a,2,3.09,60918.87,5794.72,55121.06,4443763.05,-2484778.53,1958984.52,NO,ALIGNED,NO,PASS
549IRQ1004,105,HARD,PR00048083,549IRQ1004.1.1.2,Activity 1.1.1b:  Hiring a nat,3,0.00,6788.86,3211.11,3577.75,4443763.05,-2484778.53,1958984.52,YES,ALIGNED,NO,PASS
495GLO1061,104,HARD,PR00057861,495GLO1061.2,Education for Peace,57,148453.65,785663.00,8215.86,628993.49,2116908.24,-54631.42,2062276.82,NO,ALIGNED,NO,PASS
495GLO1061,104,HARD,PR00057862,495GLO1061.3,ROK contribution  to GCED,30,76892.70,867214.00,36332.75,753988.55,2116908.24,-54631.42,2062276.82,NO,ALIGNED,NO,PASS
495GLO1061,104,HARD,PR00057860,495GLO1061.1,2023 Recommendatin,15,22125.00,168153.00,8269.90,137758.10,2116908.24,-54631.42,2062276.82,NO,ALIGNED,NO,PASS
495GLO1061,104,HARD,PR00058653,495GLO1061.4,GCED,13,430.23,63341.03,836.08,62074.72,2116908.24,-54631.42,2062276.82,NO,ALIGNED,NO,PASS
201AFG1002,108,HARD,PR00060027,201AFG1002.11.1.1.1,Internal : Actvity 3.1.1: Delivery,6,244927.99,1237500.00,,992572.01,2816574.00,-536007.75,2280566.25,NO,ALIGNED,NO,PASS
201AFG1002,108,HARD,PR00055254,201AFG1002.3.4,Activity 1.3.4: Equi,5,198317.95,346374.10,133757.94,14298.21,2816574.00,-536007.75,2280566.25,YES,ALIGNED,NO,PASS
201AFG1002,108,HARD,PR00055421,201AFG1002.3.3.2,Internal - Personnel,59,59569.89,214165.06,99233.18,55361.99,2816574.00,-536007.75,2280566.25,YES,ALIGNED,NO,PASS
201AFG1002,108,HARD,PR00055420,201AFG1002.3.3.1,Internal - Delivery of litracy,7,58332.05,205171.65,146839.60,-0.00,2816574.00,-536007.75,2280566.25,YES,PS_ONLY_EXHAUSTED,NO,PASS
201AFG1002,108,HARD,PR00055422,201AFG1002.3.5.1,Internal - Mentor,2,29342.50,31200.00,,1857.50,2816574.00,-536007.75,2280566.25,YES,ALIGNED,NO,PASS
201AFG1002,108,HARD,PR00055252,201AFG1002.3.2,Activity 1.3.2: Deli,5,10133.19,18083.49,,7950.30,2816574.00,-536007.75,2280566.25,YES,ALIGNED,NO,PASS
201AFG1002,108,HARD,PR00055260,201AFG1002.7,Other operational co,10,6848.42,100796.78,10937.45,83010.91,2816574.00,-536007.75,2280566.25,YES,ALIGNED,NO,PASS
201AFG1002,108,HARD,PR00055423,201AFG1002.3.5.2,Internal - Salary for Admin,18,5012.44,26827.52,15595.73,6219.35,2816574.00,-536007.75,2280566.25,YES,ALIGNED,NO,PASS
201AFG1002,108,HARD,PR00055434,201AFG1002.3.3.3,Procurement Officer PA/TA (P3),13,4983.53,22240.17,17101.05,155.59,2816574.00,-536007.75,2280566.25,YES,ALIGNED,NO,PASS
201AFG1002,108,HARD,PR00055249,201AFG1002.2.1,Activity 1.2.1: Adap,10,0.00,15238.75,12673.43,2565.32,2816574.00,-536007.75,2280566.25,YES,ALIGNED,NO,PASS
201AFG1002,108,HARD,PR00055257,201AFG1002.4.1,Activity 1.4.1:  Sel,8,0.00,300000.00,,300000.00,2816574.00,-536007.75,2280566.25,NO,ALIGNED,NO,PASS
201AFG1002,108,HARD,PR00055259,201AFG1002.6,Office Space and Ass,3,0.00,197212.80,90540.00,106672.80,2816574.00,-536007.75,2280566.25,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058176,408FOE5043.4.1.1,Staff Costs 4.1.1,77,80861.99,274671.00,49896.80,143912.21,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058223,408FOE5043.4.43,Uzbekistan 4.43,13,55749.19,70000.00,6761.58,7489.23,2975345.45,-526769.27,2448576.18,YES,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058180,408FOE5043.4.2.2,RoL Judiciary,29,48256.72,128836.00,17368.72,63210.56,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058111,408FOE5043.3.1.1,Staff Costs 3.1.1,71,41282.39,253773.01,166626.64,45863.98,2975345.45,-526769.27,2448576.18,YES,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058115,408FOE5043.3.2.2,Rule of Law,19,39179.91,86995.00,12669.33,35145.76,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058918,408FOE5043.3.56,Crisis Response 3.56,2,24900.00,88500.00,,63600.00,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058218,408FOE5043.4.38,Myanmar 4.38,3,22028.00,45000.00,10000.00,12972.00,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058117,408FOE5043.3.4,Emergency Reserve 3.4,25,21662.41,363219.42,17065.69,324491.32,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058103,408FOE5043.1.4,Emergency Reserve 1.4,26,17791.19,113777.00,9944.02,86041.79,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058182,408FOE5043.4.2.4,Elections,28,17054.85,54388.00,16994.63,20338.52,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058923,408FOE5043.4.56,Seychelles 4.56,3,16190.64,16521.00,,330.36,2975345.45,-526769.27,2448576.18,YES,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058880,408FOE5043.3.2.4,Safety of Women Journalists,4,15938.62,27487.53,,11548.91,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058185,408FOE5043.4.4,Emergency Reserve 4.4,30,15114.47,267188.60,48129.95,203944.18,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058108,408FOE5043.2.2,WTR & briefs,14,12506.39,92362.00,24843.87,55011.74,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058098,408FOE5043.1.2.1,Global WPFD,10,12089.29,54164.00,20878.99,21195.72,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058894,408FOE5043.3.32,Tanzania 3.32,8,11505.38,22838.00,8538.53,2794.09,2975345.45,-526769.27,2448576.18,YES,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058114,408FOE5043.3.2.1,UN PLAN,3,8859.85,68166.65,35439.48,23867.32,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058869,408FOE5043.3.10,Palestine 3.10,2,6266.00,16701.00,29.95,10405.05,2975345.45,-526769.27,2448576.18,YES,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058099,408FOE5043.1.2.2,Global IDEI,5,5928.14,11256.00,5033.80,294.06,2975345.45,-526769.27,2448576.18,YES,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058196,408FOE5043.4.15,Africa 4.15,2,5903.18,6000.00,,96.82,2975345.45,-526769.27,2448576.18,YES,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058928,408FOE5043.4.61,Mongolia 4.61,1,4999.00,15737.00,,10738.00,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058224,408FOE5043.4.44,Latin America 4.44,3,4900.00,25000.00,15000.00,5100.00,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058116,408FOE5043.3.3,M&E 3.3,2,4800.00,28996.00,,24196.00,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058177,408FOE5043.4.1.2,Cost Recovery 4.1.2,3,3152.30,32640.00,,29487.70,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058868,408FOE5043.2.4,IUI and ROAM,1,3000.00,15833.00,,12833.00,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058925,408FOE5043.4.58,Bangladesh 4.58,3,2295.83,7835.00,,5539.17,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058100,408FOE5043.1.2.3,Global IDUAI,1,1770.95,17612.00,,15841.05,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058872,408FOE5043.3.13,Tunisia 3.13,2,1644.00,12819.00,56.00,11119.00,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058101,408FOE5043.1.2.4,Global Campaigns & Outreach,1,1605.58,16489.00,,14883.42,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058228,408FOE5043.4.48,Dominican Republic 4.48,1,1500.00,16000.00,1737.14,12762.86,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058899,408FOE5043.3.37,India 3.37,8,638.31,7884.00,622.24,6623.45,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058235,408FOE5043.4.55,Sri Lanka 4.55,6,598.66,47500.00,598.64,46302.70,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058866,408FOE5043.1.9,Morocco 1.9,1,500.00,803.00,,303.00,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058817,408FOE5043.1.10,Palestine 1.10,1,334.00,657.00,,323.00,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058842,408FOE5043.1.35,Asia 1.35,1,200.00,2863.00,333.31,2329.69,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
408FOE5043,104,HARD,PR00058853,408FOE5043.1.46,Brazil 1.46,1,1.00,9615.00,,9614.00,2975345.45,-526769.27,2448576.18,NO,ALIGNED,NO,PASS
