fund,fund_type,fund_desc,wbs_objnr,wbs_posid,wbs_post1,link_tier,ps_pool_2026,fm_pool_2026_min,fm_blocking_bucket,state,deficit_severity_rank,postings_count_2024_26,wbs_fund_count
821GLO5001,103,,PR00041590,821GLO5001,JPO (China) for Digital Innovation and T,HARD,8351.38,0.0,,FM-EXHAUSTED,6343,54,1
821RAS2000,103,,PR00045246,821RAS2000,JPO (China) for the IOC Sub-Commission f,HARD,43351.0,19506.19,BGK/11,ALIGNED,11071,235,1
821RAS4000,103,,PR00045175,821RAS4000,Chinese JPO in World Heritage Centre (WH,HARD,7457.02,32747.97,WHC/11,ALIGNED,10630,127,1
822GLO4001,103,,PR00049291,822GLO4001,Top WBS: JPO Qatar Communications Office,HARD,76371.83,9019.62,DCE/20,ALIGNED,10734,136,1
822QAT9090,103,,PR00024859,822QAT9090,Qatar - JPO,HARD,0.0,0.0,,BOTH-EXHAUSTED,6344,8,1
823GLO0003,103,,PR00040753,823GLO0003,JPO for Staffing (Korea),HARD,0.0,0.0,,BOTH-EXHAUSTED,6345,1,1
823GLO0004,103,,PR00044457,823GLO0004,JPO South Korea - BFM - Budget Monitorin,HARD,6459.38,7067.22,BFM/20,ALIGNED,10541,79,1
823GLO0005,103,,PR00053308,823GLO0005,Top WBS: JPO for Talent Acquisition and,HARD,5002.73,32949.44,HRM/11,ALIGNED,10395,63,1
823GLO0006,103,,PR00057459,823GLO0006,Top WBS: JPO (Republic of Korea) for You,HARD,0.0,0.0,,BOTH-EXHAUSTED,6346,2,1
823GLO1001,103,,PR00054971,823GLO1001,Top WBS: JPO- Republic of Korea,HARD,1651.11,24402.51,ESD/11,ALIGNED,9681,56,1
823GLO3000,103,,PR00058507,823GLO3000,Top WBS: JPO (Republic of Korea),HARD,82199.11,1755.04,YOU/10',ALIGNED,9717,12,1
823GLO4000,103,,PR00049290,823GLO4000,Top WBS: JPO (Republic of Korea) - CLT/C,HARD,4658.37,0.0,,FM-EXHAUSTED,6347,65,1
823ROK9090,103,,PR00025804,823ROK9090,Korea-JPO,HARD,0.0,0.0,,BOTH-EXHAUSTED,6348,23,1
825GLO0002,103,,PR00041677,825GLO0002,JPO Learning and Partnerships Developme,HARD,1271.08,0.0,,FM-EXHAUSTED,6349,130,1
825GLO0003,103,,PR00043440,825GLO0003,JPO (Saudi Arabia) for Cabinet of the D,HARD,37766.85,782.62,CAB/10',ALIGNED,9229,116,1
825GLO1000,103,,PR00037161,825GLO1000,JPO Ms Algohani Maram ED/PLS/TED/TTF,HARD,29852.63,0.0,,FM-EXHAUSTED,6350,1,1
825GLO1001,103,,PR00042049,825GLO1001,JPO (Saudi Arabia) Mr. Tari Talal Mosaa,HARD,0.19,0.0,,FM-EXHAUSTED,6351,57,1
825GLO1002,103,,PR00047144,825GLO1002,ED/E30/EME Junior Professional Officer,HARD,2722.7,0.0,,FM-EXHAUSTED,6352,83,1
825GLO2000,103,,PR00041676,825GLO2000,JPO (MISK - Saudi Arabia) for section Ea,HARD,8398.72,0.0,,FM-EXHAUSTED,6353,108,1
825GLO2001,103,,PR00046689,825GLO2001,JPO (Saudi Arabia) for SC/VNI,HARD,0.0,0.0,,BOTH-EXHAUSTED,6354,73,1
825GLO3000,103,,PR00040815,825GLO3000,JPO (Saudi Arabia) for Executive Office,HARD,0.0,0.0,,BOTH-EXHAUSTED,6355,1,1
825GLO4000,103,,PR00036109,825GLO4000,JPO Ms ALMOGBIL Alhanouf CLT/CPD,HARD,0.0,0.0,,BOTH-EXHAUSTED,6356,4,1
825GLO4001,103,,PR00038289,825GLO4001,JPO in CLT/CPD Ali Abdalla Alshabna,HARD,0.0,0.0,,BOTH-EXHAUSTED,6357,3,1
825RAB4000,103,,PR00042060,825RAB4000,JPO (Saudi Arabia) Ms Afnan Omar Alamoud,HARD,6054.44,944.99,WHC/10',ALIGNED,9331,121,1
825RAF3000,103,,PR00036038,825RAF3000,JPO SHS - Nairobi Office,HARD,0.0,0.0,,BOTH-EXHAUSTED,6358,1,1
825SAU9000,103,,PR00036101,825SAU9000,UNESCO JPOs - Saudi Arabia - GENERAL FU,HARD,0.0,0.0,,BOTH-EXHAUSTED,6359,37,1
826USA9090,103,,PR00052398,826USA9090,USA  GENERAL FUND - JPO SCHEME,HARD,0.0,0.0,,BOTH-EXHAUSTED,6360,4,1
901LIB2002,109,,PR00017337,901LIB2002,Establishment of the Libyan National Sei,HARD,0.0,0.0,,BOTH-EXHAUSTED,6361,2,1
901LIB2003,109,,PR00019811,901LIB2003,Enhancing capacity of the Biotechnology,HARD,0.0,0.0,,BOTH-EXHAUSTED,6362,3,1
901LIB2004,109,,PR00047884,901LIB2004,Bright Star University Engineering Lab,HARD,10308.4,76.05,PCB/80,ALIGNED,8075,4,1
901LIB2004,109,,PR00047888,901LIB2004.1.1.1,Activity 1; Procurement of engineering e,HARD,273.65,845.01,PCB/50,ALIGNED,8632,12,1
901LIB2004,109,,PR00047889,901LIB2004.1.1.2,Activity 2; Installation of new scienti,HARD,3469.12,845.01,PCB/50,ALIGNED,9252,44,1
901LIB2004,109,,PR00047890,901LIB2004.1.2.1,Activity 1: Develop capacity building tr,HARD,3720.62,76.05,PCB/80,ALIGNED,8076,3,1
901LIB2005,109,,PR00053788,901LIB2005,TOP WBS: Establishment of the Libyan Nat,HARD,406702.35,0.0,,FM-EXHAUSTED,6363,3,1
901LIB2043,109,,PR00001925,901LIB2043,GARYOUNIS UNIVERSITY,HARD,131753.4,0.0,,FM-EXHAUSTED,6364,6,1
901LIB2044,109,,PR00001926,901LIB2044,National Academy for Scientific Research,HARD,0.0,0.0,,BOTH-EXHAUSTED,6365,3,1
901LIB2046,109,,PR00001928,901LIB2046,MARINE BIOLOGY RESEARCH CENTRE,HARD,0.0,0.0,,BOTH-EXHAUSTED,6366,4,1
901LIB2047,109,,PR00001929,901LIB2047,MAN-MADE RIVER PROJECT,HARD,0.0,0.0,,BOTH-EXHAUSTED,6367,2,1
901LIB4001,109,,PR00014976,901LIB4001,Emergency intervention to secure museums,HARD,0.0,0.0,,BOTH-EXHAUSTED,6368,4,1
902UAE3000,109,,PR00031806,902UAE3000,Creating Futures Literate Governance,HARD,0.0,0.0,,BOTH-EXHAUSTED,6369,1,1
903BEN9000,109,,PR00026135,903BEN9000,General Fund : Benin Agreement,HARD,0.0,0.0,,BOTH-EXHAUSTED,6370,4,1
904BAH9099,109,,PR00000403,904BAH9099,BAHRAIN REVOLVING FUND,HARD,0.0,0.0,,BOTH-EXHAUSTED,6371,4,1
907LEB4000,109,,PR00021098,907LEB4000,UNESCO Documentation and Advisory Servic,HARD,101.11,50.0,BEI/11,ALIGNED,7948,40,1
912MEX1016,109,,PR00034317,912MEX1016,"GCED and ESD in preschool, primary and s",HARD,0.0,0.0,,BOTH-EXHAUSTED,6372,1,1
912MEX1017,109,,PR00047560,912MEX1017,"INEGI - UNESCO Project: ""Development of",HARD,0.0,0.0,,BOTH-EXHAUSTED,6373,1,1
912MEX1017,109,,PR00047816,912MEX1017.1.1,Activity 1: Planning and design of the p,HARD,0.0,0.0,,BOTH-EXHAUSTED,6374,14,1
912MEX1017,109,,PR00047817,912MEX1017.1.2,Activity 2: Generation of educational co,HARD,0.0,0.0,,BOTH-EXHAUSTED,6375,31,1
912MEX1017,109,,PR00047819,912MEX1017.2.1,Activity 1: Design of the training strat,HARD,0.0,0.0,,BOTH-EXHAUSTED,6376,5,1
912MEX1017,109,,PR00047820,912MEX1017.2.2,Activity 2: Advice for INEGI technical s,HARD,0.0,0.0,,BOTH-EXHAUSTED,6377,10,1
912MEX1017,109,,PR00047822,912MEX1017.3.1,Activity 1: Design of the pilot study an,HARD,0.0,0.0,,BOTH-EXHAUSTED,6378,6,1
912MEX1017,109,,PR00047823,912MEX1017.3.2,Activity 2: Field work to collect inform,HARD,0.0,0.0,,BOTH-EXHAUSTED,6379,11,1
912MEX1017,109,,PR00047825,912MEX1017.4.1,Activity 1: Presentation events of educa,HARD,0.0,0.0,,BOTH-EXHAUSTED,6380,6,1
912MEX1017,109,,PR00047826,912MEX1017.5,Evaluation,HARD,0.0,0.0,,BOTH-EXHAUSTED,6381,8,1
912MEX1017,109,,PR00047827,912MEX1017.6,Communication,HARD,0.0,0.0,,BOTH-EXHAUSTED,6382,9,1
912MEX1017,109,,PR00047828,912MEX1017.7,contingencies,HARD,0.0,0.0,,BOTH-EXHAUSTED,6383,10,1
912MEX1017,109,,PR00047829,912MEX1017.4.2,Activity 2: Dissemination amongst youth,HARD,0.0,0.0,,BOTH-EXHAUSTED,6384,4,1
912MEX1018,109,,PR00047618,912MEX1018,Innovation Laboratory for the Developmen,HARD,0.0,0.0,,BOTH-EXHAUSTED,6385,2,1
912MEX1018,109,,PR00048002,912MEX1018.1.1,Output N°1: A set of documents with the,HARD,0.0,0.0,,BOTH-EXHAUSTED,6386,29,1
912MEX1018,109,,PR00048003,912MEX1018.1.2,Output N°2: An education and training st,HARD,0.0,0.0,,BOTH-EXHAUSTED,6387,49,1
912MEX1018,109,,PR00048004,912MEX1018.1.3,Output N°3: Consolidated educational res,HARD,0.0,0.0,,BOTH-EXHAUSTED,6388,55,1
912MEX1018,109,,PR00048005,912MEX1018.1.4,Output N°4: A strategy for the dissemina,HARD,0.0,0.0,,BOTH-EXHAUSTED,6389,25,1
912MEX1018,109,,PR00048006,912MEX1018.2,Evaluation,HARD,0.0,0.0,,BOTH-EXHAUSTED,6390,4,1
912MEX1018,109,,PR00048007,912MEX1018.3,Communication,HARD,0.0,0.0,,BOTH-EXHAUSTED,6391,25,1
914BRZ1007,,,PR00012941,914BRZ1007,Strategy for the encouragement of readin,DERIVED,14902.29,0.0,,FM-EXHAUSTED,6392,27,1
914BRZ1019,,,PR00051335,914BRZ1019,Top WBS: National Environmental Educatio,DERIVED,794412.26,0.0,,FM-EXHAUSTED,6393,159,1
914BRZ1041,,,PR00014909,914BRZ1041,Support to the implementation of the Nat,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6394,1,1
914BRZ1043,,,PR00023495,914BRZ1043,"Annual EFA workplan (2016-2017-AE), agen",DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6395,3,1
914BRZ1044,,,PR00024985,914BRZ1044,"Comprehensive education: Quality, Equity",DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6396,1,1
914BRZ1045,,,PR00025631,914BRZ1045,Implementation of education innovative t,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6397,1,1
914BRZ1048,,,PR00025915,914BRZ1048,"Annual EFA workplan (2017-2018-AE), agen",DERIVED,382076.29,0.0,,FM-EXHAUSTED,6398,27,1
914BRZ1048,,,PR00025932,914BRZ1048.1,Evaluation,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6399,83,1
914BRZ1048,,,PR00025933,914BRZ1048.2,Management,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6400,143,1
914BRZ1048,,,PR00025934,914BRZ1048.3,PNE/SE,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6401,32,1
914BRZ1050,,,PR00025916,914BRZ1050,"Annual EFA workplan (2017-2018), technic",DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6402,1,1
914BRZ1051,,,PR00025917,914BRZ1051,"Annual EFA workplan (2017-2018-SHS), Int",DERIVED,10035.26,0.0,,FM-EXHAUSTED,6403,25,1
914BRZ1053,,,PR00027115,914BRZ1053,Innovative education and health technolo,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6404,165,1
914BRZ1060,,,PR00028318,914BRZ1060,"Alignment of processes for planning, man",DERIVED-MULTI,0.0,0.0,,BOTH-EXHAUSTED,6405,1152,2
914BRZ1066,,,PR00028332,914BRZ1066,Strengthening the intersectoriality amon,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6406,23,1
914BRZ1071,,,PR00028424,914BRZ1071,Coorporative governance: Improving quali,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6407,572,1
914BRZ1073,,,PR00028485,914BRZ1073,Annual SDG 4-Education 2030 agenda (2018,DERIVED,98610.37,0.0,,FM-EXHAUSTED,6408,27,1
914BRZ1076,,,PR00031492,914BRZ1076,Strengthening public policies of Leme Mu,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6409,76,1
914BRZ1077,,,PR00032031,914BRZ1077,Develpment of innovative solutions in Sã,DERIVED,-593899.76,0.0,,BOTH-EXHAUSTED,294,314,1
914BRZ1082,,,PR00033669,914BRZ1082,Innovative social technologies for educa,DERIVED,717685.92,0.0,,FM-EXHAUSTED,6410,148,1
914BRZ1085,,,PR00036442,914BRZ1085,HEALTHY RN +: INTERSECTORIALITY TO ENSUR,DERIVED,102705.16,0.0,,FM-EXHAUSTED,6411,117,1
914BRZ1090,,,PR00036496,914BRZ1090,SUPPORT FOR THE DEVELOPMENT OF ACTIONS T,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6412,44,1
914BRZ1091,,,PR00036547,914BRZ1091,Innovative management solutions for the,DERIVED,2071564.16,0.0,,FM-EXHAUSTED,6413,372,1
914BRZ1101,,,PR00008861,914BRZ1101,SUPPORT TO REDUCTION OF HIV/AIDS and OTH,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6414,1,1
914BRZ1102,,,PR00037438,914BRZ1102,Higher Education and the National Educat,DERIVED,809003.7,0.0,,FM-EXHAUSTED,6415,368,1
914BRZ1109,,,PR00008866,914BRZ1109,"Open School Program: Education, Culture",DERIVED,130509.79,0.0,,FM-EXHAUSTED,6416,27,1
914BRZ1115,,,PR00040534,914BRZ1115,DEVELOPMENT OF STRATEGIES AND TOOLS FOR,DERIVED,2354316.64,0.0,,FM-EXHAUSTED,6417,822,1
914BRZ1122,,,PR00012231,914BRZ1122,UNESCO and the Programme School of Tomor,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6418,1,1
914BRZ1138,,,PR00015493,914BRZ1138,Contributing for the implementation of r,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6419,3,1
914BRZ1139,,,PR00015566,914BRZ1139,Articulated National Educational System:,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6420,1,1
914BRZ1147,,,PR00019607,914BRZ1147,Innovation for the Education Quality: fr,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6421,777,1
914BRZ1148,,,PR00020442,914BRZ1148,Institutional capacity strengthened to t,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6422,57,1
914BRZ1149,,,PR00040535,914BRZ1149,Strategies and tools development to stre,DERIVED,2197620.13,0.0,,FM-EXHAUSTED,6423,592,1
914BRZ1150,,,PR00043538,914BRZ1150,Support for Strengthening education in B,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6424,14,1
914BRZ1150,,,PR00043632,914BRZ1150.2,Governança,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6425,53,1
914BRZ1150,,,PR00046968,914BRZ1150.4,I-HUB UNEVOC,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6426,45,1
914BRZ1150,,,PR00046969,914BRZ1150.5,Estudos setor de educação,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6427,233,1
914BRZ1151,,,PR00045417,914BRZ1151,Digital Education and Combined Preventio,DERIVED,629177.83,0.0,,FM-EXHAUSTED,6428,507,1
914BRZ1152,,,PR00047009,914BRZ1152,Quality education in Brazil: for an incl,DERIVED,249446.07,0.0,,FM-EXHAUSTED,6429,32,1
914BRZ1152,,,PR00047091,914BRZ1152.1,Secretaria Executiva,DERIVED,22895.86,0.0,,FM-EXHAUSTED,6430,1601,1
914BRZ1152,,,PR00047093,914BRZ1152.2.1,CRES+5,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6431,173,1
914BRZ1152,,,PR00047096,914BRZ1152.3.1,UNESCO Estudos,DERIVED,82.77,0.0,,FM-EXHAUSTED,6432,290,1
914BRZ1152,,,PR00047097,914BRZ1152.3.2,UNESCO Consultores,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6433,260,1
914BRZ1153,,,PR00047892,914BRZ1153,Development of a transformative and citi,DERIVED,3515009.39,0.0,,FM-EXHAUSTED,6434,378,1
914BRZ1154,,,PR00047894,914BRZ1154,Improvement and innovation of educationa,DERIVED,753888.63,0.0,,FM-EXHAUSTED,6435,180,1
914BRZ1155,,,PR00049548,914BRZ1155,Top WBS: Support to inclusive education,DERIVED,6210716.53,0.0,,FM-EXHAUSTED,6436,2150,1
914BRZ1156,,,PR00051649,914BRZ1156,Top WBS: National Education System and N,DERIVED,343821.44,0.0,,FM-EXHAUSTED,6437,87,1
914BRZ1157,,,PR00052249,914BRZ1157,Top WBS: Futures of Education in Brazil,DERIVED,11952095.14,0.0,,FM-EXHAUSTED,6438,21,1
914BRZ1157,,,PR00052250,914BRZ1157.1,WBS 1: Objetivo 1,DERIVED,164032.66,0.0,,FM-EXHAUSTED,6439,1246,1
914BRZ1157,,,PR00052251,914BRZ1157.2,WBS 2: Objetivo 2,DERIVED,315657.86,0.0,,FM-EXHAUSTED,6440,606,1
914BRZ1158,,,PR00053884,914BRZ1158,Top WBS: Implementation of the Center fo,DERIVED,928472.04,0.0,,FM-EXHAUSTED,6441,40,1
914BRZ1159,,,PR00054636,914BRZ1159,Top WBS: Strengthening the initiatives o,DERIVED,3545979.89,0.0,,FM-EXHAUSTED,6442,246,1
914BRZ1160,,,PR00056234,914BRZ1160,Top WBS: SEDUC/SP - Modernize and improv,DERIVED,3696545.72,0.0,,FM-EXHAUSTED,6443,28,1
914BRZ1161,,,PR00056314,914BRZ1161,Top WBS: EDUCATION FOR ALL IN BRAZIL,DERIVED,22676199.16,0.0,,FM-EXHAUSTED,6444,10,1
914BRZ1161,,,PR00056315,914BRZ1161.1,WBS1: Objetivo 1,DERIVED,3077943.09,0.0,,FM-EXHAUSTED,6445,445,1
914BRZ1161,,,PR00056316,914BRZ1161.2,WBS2: Objetivo 2,DERIVED,1582089.22,0.0,,FM-EXHAUSTED,6446,78,1
914BRZ1162,,,PR00056418,914BRZ1162,Top WBS: Inclusive and Quality Education,DERIVED,204290.17,0.0,,FM-EXHAUSTED,6447,11,1
914BRZ1163,,,PR00058561,914BRZ1163,"Top WBS: “Bora pra Escola"": Preventing S",DERIVED,13197163.84,0.0,,FM-EXHAUSTED,6448,64,1
914BRZ2000,,,PR00008873,914BRZ2000,SCIENCE AND TECHNOLOGY,DERIVED,42719.0,0.0,,FM-EXHAUSTED,6449,22,1
914BRZ2010,,,PR00023380,914BRZ2010,TECHNICAL SUPPORT FOR PREPARATION AND IN,DERIVED,336642.31,0.0,,FM-EXHAUSTED,6450,193,1
914BRZ2021,,,PR00017425,914BRZ2021,Institutional Strengthening of FINEP as,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6451,9,1
914BRZ2022,,,PR00025587,914BRZ2022,Strengthening the work of the Brazilian,DERIVED,168789.43,0.0,,FM-EXHAUSTED,6452,66,1
914BRZ2023,,,PR00028634,914BRZ2023,Development of institutional capacities,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6453,291,1
914BRZ2024,,,PR00035752,914BRZ2024,Promoting STI and economic public polici,DERIVED,1378278.74,0.0,,FM-EXHAUSTED,6454,237,1
914BRZ2025,,,PR00036534,914BRZ2025,Fostering local sustainable development,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6455,32,1
914BRZ2026,,,PR00042052,914BRZ2026,"Capacity-building, technology and commun",DERIVED,367533.03,0.0,,FM-EXHAUSTED,6456,238,1
914BRZ2051,,,PR00052356,914BRZ2051,Top WBS: Sustainable Ports Project (Port,DERIVED,39930.47,0.0,,FM-EXHAUSTED,6457,133,1
914BRZ3010,,,PR00015707,914BRZ3010,Strengthening social participation and c,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6458,1,1
914BRZ3019,,,PR00019025,914BRZ3019,Challenges to improve the Social Assista,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6459,76,1
914BRZ3025,,,PR00022894,914BRZ3025,"Project ""Resgate Barão do Rio Branco""",DERIVED,1446.62,0.0,,FM-EXHAUSTED,6460,74,1
914BRZ3032,,,PR00023358,914BRZ3032,Consolidation of a public agenda for spo,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6461,3,1
914BRZ3034,,,PR00008887,914BRZ3034,EDUCATION ON HUMAN RIGHTS:BUILDING A CUL,DERIVED,225671.91,0.0,,FM-EXHAUSTED,6462,27,1
914BRZ3047,,,PR00030283,914BRZ3047,Public policies for the rights of elderl,DERIVED,726910.83,0.0,,FM-EXHAUSTED,6463,207,1
914BRZ3050,,,PR00034147,914BRZ3050,Innovation for human rights education po,DERIVED,282599.47,0.0,,FM-EXHAUSTED,6464,54,1
914BRZ3051,,,PR00039980,914BRZ3051,Support the consolidation of social dev,DERIVED,700707.53,0.0,,FM-EXHAUSTED,6465,356,1
914BRZ3052,,,PR00040095,914BRZ3052,Strengthening social development policie,DERIVED,576853.52,0.0,,FM-EXHAUSTED,6466,65,1
914BRZ3053,,,PR00040528,914BRZ3053,Provision of capacity-building opportuni,DERIVED,313594.38,0.0,,FM-EXHAUSTED,6467,666,1
914BRZ3054,,,PR00047435,914BRZ3054,Improvement of governance and complianc,DERIVED,265861.26,0.0,,FM-EXHAUSTED,6468,94,1
914BRZ3057,,,PR00047895,914BRZ3057,New Mechanisms for Preventing and Confro,DERIVED,376838.51,0.0,,FM-EXHAUSTED,6469,52,1
914BRZ3058,,,PR00053973,914BRZ3058,"Top WBS: Safe Rio Grande do Sul, Prevent",DERIVED,2643653.18,0.0,,FM-EXHAUSTED,6470,20,1
914BRZ3058,,,PR00054112,914BRZ3058.1,SAUDE,DERIVED,1040105.33,0.0,,FM-EXHAUSTED,6471,11,1
914BRZ3058,,,PR00054114,914BRZ3058.3,DESENVOLVIMENTO SOCIAL,DERIVED,209822.81,0.0,,FM-EXHAUSTED,6472,3,1
914BRZ3058,,,PR00054115,914BRZ3058.4,CASA CIVIL,DERIVED,161969.87,0.0,,FM-EXHAUSTED,6473,3,1
914BRZ3061,,,PR00054150,914BRZ3061,Top WBS: Social Protection for Families,DERIVED,1933001.5,0.0,,FM-EXHAUSTED,6474,196,1
914BRZ3062,,,PR00057460,914BRZ3062,Top WBS: Reparation actions for people a,DERIVED,2292436.23,0.0,,FM-EXHAUSTED,6475,3,1
914BRZ4003,,,PR00008895,914BRZ4003,SUPPORT TO MONUMENTS PROGRAMME,DERIVED,20000.19,0.0,,FM-EXHAUSTED,6476,27,1
914BRZ4005,,,PR00013101,914BRZ4005,Cultural Heritage Management Training wi,DERIVED,533711.45,0.0,,FM-EXHAUSTED,6477,27,1
914BRZ4016,,,PR00019196,914BRZ4016,Valuing the Cultural Landscape and the N,DERIVED,1229612.94,0.0,,FM-EXHAUSTED,6478,27,1
914BRZ4017,,,PR00021334,914BRZ4017,Support to the internalization and desce,DERIVED,938365.52,0.0,,FM-EXHAUSTED,6479,27,1
914BRZ4018,,,PR00021899,914BRZ4018,Shared Management of Brazilian Cultural,DERIVED,15072.85,0.0,,FM-EXHAUSTED,6480,578,1
914BRZ4019,,,PR00022032,914BRZ4019,Safeguard of the Cultural and Linguistic,DERIVED,220545.61,0.0,,FM-EXHAUSTED,6481,794,1
914BRZ4020,,,PR00025656,914BRZ4020,Strengthening and modernizing cultural p,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6482,43,1
914BRZ4021,,,PR00026247,914BRZ4021,Instruments and strategies for sustainab,DERIVED,42645.47,0.0,,FM-EXHAUSTED,6483,15,1
914BRZ4022,,,PR00027117,914BRZ4022,Shared Management of the arqueological s,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6484,3,1
914BRZ4023,,,PR00031808,914BRZ4023,Improvement of the Management Capacities,DERIVED,517660.79,0.0,,FM-EXHAUSTED,6485,28,1
914BRZ4024,,,PR00033830,914BRZ4024,Promotion of tourism in cultural and nat,DERIVED,3112440.78,0.0,,FM-EXHAUSTED,6486,195,1
914BRZ4025,,,PR00041511,914BRZ4025,Promotion and Sustainable Development of,DERIVED,504580.23,0.0,,FM-EXHAUSTED,6487,726,1
914BRZ4026,,,PR00047512,914BRZ4026,Culture and education for the promotion,DERIVED,95597.32,0.0,,FM-EXHAUSTED,6488,1530,1
914BRZ4027,,,PR00050607,914BRZ4027,Top WBS: Basis for decentralization and,DERIVED,9611507.42,0.0,,FM-EXHAUSTED,6489,1369,1
914BRZ4028,,,PR00052194,914BRZ4028,Top WBS: Museography of the National Mus,DERIVED,7152620.3,0.0,,FM-EXHAUSTED,6490,22,1
914BRZ4028,,,PR00052196,914BRZ4028.1.1,RESULTADO 1.1.,DERIVED,7226.64,0.0,,FM-EXHAUSTED,6491,79,1
914BRZ4028,,,PR00052198,914BRZ4028.2.1,RESULTADO 2.1.,DERIVED,966955.96,0.0,,FM-EXHAUSTED,6492,192,1
914BRZ4029,,,PR00052610,914BRZ4029,Top WBS: Supreme Court Museum: Heritage,DERIVED,15413281.8,0.0,,FM-EXHAUSTED,6493,173,1
914BRZ4030,,,PR00058084,914BRZ4030,Top WBS: Strengthening the National Cult,DERIVED,11079862.9,0.0,,FM-EXHAUSTED,6494,11,1
914BRZ4030,,,PR00058085,914BRZ4030.1,Objetivo 1,DERIVED,571058.97,0.0,,FM-EXHAUSTED,6495,128,1
914BRZ4030,,,PR00058086,914BRZ4030.2,Objetivo 2,DERIVED,233644.95,0.0,,FM-EXHAUSTED,6496,49,1
914BRZ4030,,,PR00058087,914BRZ4030.3,Objetivo 3,DERIVED,1936193.09,0.0,,FM-EXHAUSTED,6497,13,1
914BRZ5015,,,PR00019843,914BRZ5015,Knowledge and Information Management of,DERIVED,269422.13,0.0,,FM-EXHAUSTED,6498,122,1
914BRZ5016,,,PR00030282,914BRZ5016,Open Government: Transparency and Preven,DERIVED,0.0,0.0,,BOTH-EXHAUSTED,6499,471,1
914BRZ5017,,,PR00031467,914BRZ5017,Innovation to Improve Public Municipal A,DERIVED,1281923.39,0.0,,FM-EXHAUSTED,6500,129,1
914BRZ5018,,,PR00033832,914BRZ5018,Top WBS: Access to Knowledge for Consume,DERIVED,1157224.12,0.0,,FM-EXHAUSTED,6501,151,1
914BRZ5019,,,PR00040829,914BRZ5019,Public Policies for Telecommunications a,DERIVED,640135.74,0.0,,FM-EXHAUSTED,6502,145,1
914BRZ5020,,,PR00047434,914BRZ5020,"Promoting access to information, the exe",DERIVED,657251.07,0.0,,FM-EXHAUSTED,6503,363,1
914BRZ5067,,,PR00051320,914BRZ5067,Top WBS: Meaningful connectivity and Art,DERIVED,1126376.89,0.0,,FM-EXHAUSTED,6504,415,1
917URU1001,105,,PR00051936,917URU1001,Top WBS: Project for the UNESCO IESALC P,HARD,967192.03,-23112.48,IES/13,FM-EXHAUSTED,706,435,1
922IND1000,109,,PR00054701,922IND1000,Top WBS: Himachal Pradesh - FUTURES,HARD,1354921.88,546917.61,NDL/REVENUE,ALIGNED,11530,3,1
922IND1000,109,,PR00055384,922IND1000.1.1,Output N°1,HARD,279856.19,651.66,NDL/30,ALIGNED,9118,62,1
922IND1000,109,,PR00055385,922IND1000.1.2,Output N°2,HARD,134395.38,1995.72,NDL/10',ALIGNED,9805,55,1
922IND1000,109,,PR00055386,922IND1000.1.3,Output N°3,HARD,192873.74,1995.72,NDL/10',ALIGNED,9806,69,1
922IND4005,109,,PR00034128,922IND4005,Promoting Intangible Cultural Heritage a,HARD,6440.62,24.86,NDL/10',ALIGNED,7716,135,1
922IND4006,109,,PR00040913,922IND4006,Developing eco-system to incubate creati,HARD,227908.33,2069.86,NDL/10',ALIGNED,9853,405,1
927CMR5001,109,,PR00039411,927CMR5001,Appui au développement local à travers l,HARD,915800.2,-11819.22,YAO/11,FM-EXHAUSTED,804,7,1
