wbs_objnr,wbs_posid,wbs_post1,fund,fund_type,fund_count_on_wbs,fund_consumption_2024_26,total_consumption_2024_26,fund_share_pct,postings_count_2024_26
PR00000111,6,RP Cross-Cutting Themes,3240113212,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240113213,005,448,20000.0,10012917.84,0.2,2
PR00000111,6,RP Cross-Cutting Themes,3240113214,005,448,18000.0,10012917.84,0.18,6
PR00000111,6,RP Cross-Cutting Themes,3240113221,005,448,84000.0,10012917.84,0.84,3
PR00000110,5,Major Programme 5 (Com & Information),3240113231,005,249,19000.0,9479567.16,0.2,2
PR00000107,2,Major Programme 2 (Natural Sciences),3240113232,005,591,20000.0,25643916.0,0.08,2
PR00000111,6,RP Cross-Cutting Themes,3240113233,005,448,20000.0,10012917.84,0.2,2
PR00000106,1,Major Programme 1 (Education),3240113234,005,592,20000.0,51817355.99,0.04,2
PR00000111,6,RP Cross-Cutting Themes,3240113251,005,448,23000.0,10012917.84,0.23,1
PR00000111,6,RP Cross-Cutting Themes,3240113252,005,448,20000.0,10012917.84,0.2,1
PR00000111,6,RP Cross-Cutting Themes,3240113253,005,448,13700.0,10012917.84,0.14,2
PR00000111,6,RP Cross-Cutting Themes,3240113254,005,448,22000.0,10012917.84,0.22,1
PR00000111,6,RP Cross-Cutting Themes,3240113271,005,448,22000.0,10012917.84,0.22,4
PR00000111,6,RP Cross-Cutting Themes,3240113274,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240113281,005,448,25500.0,10012917.84,0.25,4
PR00000111,6,RP Cross-Cutting Themes,3240113283,005,448,25550.0,10012917.84,0.26,4
PR00000111,6,RP Cross-Cutting Themes,3240113284,005,448,25970.0,10012917.84,0.26,5
PR00000111,6,RP Cross-Cutting Themes,3240113286,005,448,25279.0,10012917.84,0.25,4
PR00000111,6,RP Cross-Cutting Themes,3240113291,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240113292,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240113293,005,448,20000.0,10012917.84,0.2,5
PR00000111,6,RP Cross-Cutting Themes,3240113294,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240113301,005,448,26000.0,10012917.84,0.26,5
PR00000111,6,RP Cross-Cutting Themes,3240113302,005,448,11500.0,10012917.84,0.11,1
PR00000111,6,RP Cross-Cutting Themes,3240113303,005,448,11700.0,10012917.84,0.12,1
PR00000111,6,RP Cross-Cutting Themes,3240113304,005,448,20531.0,10012917.84,0.21,2
PR00000106,1,Major Programme 1 (Education),3240113332,005,592,20000.0,51817355.99,0.04,2
PR00000111,6,RP Cross-Cutting Themes,3240113333,005,448,20000.0,10012917.84,0.2,2
PR00000111,6,RP Cross-Cutting Themes,3240113334,005,448,18000.0,10012917.84,0.18,2
PR00000107,2,Major Programme 2 (Natural Sciences),3240113361,005,591,20000.0,25643916.0,0.08,3
PR00000111,6,RP Cross-Cutting Themes,3240113362,005,448,20000.0,10012917.84,0.2,3
PR00000106,1,Major Programme 1 (Education),3240113363,005,592,20000.0,51817355.99,0.04,2
PR00000111,6,RP Cross-Cutting Themes,3240113371,005,448,22000.0,10012917.84,0.22,4
PR00000111,6,RP Cross-Cutting Themes,3240113373,005,448,21000.0,10012917.84,0.21,4
PR00000111,6,RP Cross-Cutting Themes,3240113391,005,448,35483.59,10012917.84,0.35,10
PR00000111,6,RP Cross-Cutting Themes,3240113392,005,448,18983.79,10012917.84,0.19,4
PR00000111,6,RP Cross-Cutting Themes,3240113393,005,448,18249.97,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240113394,005,448,17600.02,10012917.84,0.18,6
PR00000111,6,RP Cross-Cutting Themes,3240113431,005,448,50000.0,10012917.84,0.5,3
PR00000111,6,RP Cross-Cutting Themes,3240113436,005,448,50000.0,10012917.84,0.5,4
PR00000111,6,RP Cross-Cutting Themes,3240113471,005,448,20000.0,10012917.84,0.2,2
PR00000111,6,RP Cross-Cutting Themes,3240113472,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240113473,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240113474,005,448,19000.0,10012917.84,0.19,2
PR00000111,6,RP Cross-Cutting Themes,3240113475,005,448,19000.0,10012917.84,0.19,3
PR00000111,6,RP Cross-Cutting Themes,3240113476,005,448,19000.0,10012917.84,0.19,3
PR00000111,6,RP Cross-Cutting Themes,3240113477,005,448,18000.0,10012917.84,0.18,2
PR00000111,6,RP Cross-Cutting Themes,3240113481,005,448,20000.0,10012917.84,0.2,1
PR00000111,6,RP Cross-Cutting Themes,3240113482,005,448,20000.0,10012917.84,0.2,2
PR00000111,6,RP Cross-Cutting Themes,3240113491,005,448,26000.0,10012917.84,0.26,1
PR00000111,6,RP Cross-Cutting Themes,3240114031,005,448,77400.0,10012917.84,0.77,12
PR00000111,6,RP Cross-Cutting Themes,3240114052,005,448,25522.0,10012917.84,0.25,5
PR00000111,6,RP Cross-Cutting Themes,3240114054,005,448,35406.0,10012917.84,0.35,18
PR00000111,6,RP Cross-Cutting Themes,3240114056,005,448,44000.0,10012917.84,0.44,2
PR00000111,6,RP Cross-Cutting Themes,324011405A,005,448,48500.0,10012917.84,0.48,5
PR00000111,6,RP Cross-Cutting Themes,3240114071,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240114072,005,448,20000.0,10012917.84,0.2,2
PR00000111,6,RP Cross-Cutting Themes,3240114073,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240114082,005,448,22000.0,10012917.84,0.22,3
PR00000111,6,RP Cross-Cutting Themes,3240114084,005,448,18000.0,10012917.84,0.18,3
PR00000111,6,RP Cross-Cutting Themes,3240114101,005,448,17000.0,10012917.84,0.17,2
PR00000111,6,RP Cross-Cutting Themes,3240114102,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240114103,005,448,22000.0,10012917.84,0.22,6
PR00000111,6,RP Cross-Cutting Themes,3240114123,005,448,5600.0,10012917.84,0.06,1
PR00000111,6,RP Cross-Cutting Themes,3240114131,005,448,19500.0,10012917.84,0.19,5
PR00000111,6,RP Cross-Cutting Themes,3240114133,005,448,11000.0,10012917.84,0.11,5
PR00000111,6,RP Cross-Cutting Themes,3240114134,005,448,9900.0,10012917.84,0.1,2
PR00000111,6,RP Cross-Cutting Themes,3240114135,005,448,31800.6,10012917.84,0.32,15
PR00000111,6,RP Cross-Cutting Themes,3240114171,005,448,20000.0,10012917.84,0.2,5
PR00000111,6,RP Cross-Cutting Themes,3240114172,005,448,22498.0,10012917.84,0.22,5
PR00000111,6,RP Cross-Cutting Themes,3240114174,005,448,18000.0,10012917.84,0.18,3
PR00000111,6,RP Cross-Cutting Themes,3240114183,005,448,20000.0,10012917.84,0.2,5
PR00000111,6,RP Cross-Cutting Themes,3240114184,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240114212,005,448,28000.0,10012917.84,0.28,3
PR00000111,6,RP Cross-Cutting Themes,3240114224,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240114241,005,448,28000.0,10012917.84,0.28,5
PR00000111,6,RP Cross-Cutting Themes,3240114252,005,448,20000.0,10012917.84,0.2,5
PR00000111,6,RP Cross-Cutting Themes,3240115013,005,448,26000.0,10012917.84,0.26,2
PR00000111,6,RP Cross-Cutting Themes,3240115014,005,448,26000.0,10012917.84,0.26,2
PR00000111,6,RP Cross-Cutting Themes,3240115015,005,448,26000.0,10012917.84,0.26,3
PR00000111,6,RP Cross-Cutting Themes,3240115016,005,448,28000.0,10012917.84,0.28,1
PR00000111,6,RP Cross-Cutting Themes,3240115021,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115022,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240115023,005,448,19000.0,10012917.84,0.19,2
PR00000111,6,RP Cross-Cutting Themes,3240115024,005,448,57000.0,10012917.84,0.57,9
PR00000111,6,RP Cross-Cutting Themes,3240115031,005,448,22000.0,10012917.84,0.22,2
PR00000111,6,RP Cross-Cutting Themes,3240115032,005,448,21000.0,10012917.84,0.21,2
PR00000111,6,RP Cross-Cutting Themes,3240115033,005,448,20000.0,10012917.84,0.2,1
PR00000111,6,RP Cross-Cutting Themes,3240115034,005,448,18000.0,10012917.84,0.18,2
PR00000111,6,RP Cross-Cutting Themes,3240115035,005,448,18000.0,10012917.84,0.18,3
PR00000111,6,RP Cross-Cutting Themes,3240115036,005,448,18000.0,10012917.84,0.18,2
PR00000111,6,RP Cross-Cutting Themes,3240115037,005,448,18000.0,10012917.84,0.18,1
PR00000111,6,RP Cross-Cutting Themes,3240115041,005,448,22000.0,10012917.84,0.22,3
PR00000111,6,RP Cross-Cutting Themes,3240115042,005,448,21000.0,10012917.84,0.21,3
PR00000111,6,RP Cross-Cutting Themes,3240115043,005,448,20000.0,10012917.84,0.2,2
PR00000111,6,RP Cross-Cutting Themes,3240115044,005,448,18000.0,10012917.84,0.18,2
PR00000111,6,RP Cross-Cutting Themes,3240115045,005,448,54000.0,10012917.84,0.54,9
PR00000111,6,RP Cross-Cutting Themes,3240115046,005,448,18000.0,10012917.84,0.18,3
PR00000111,6,RP Cross-Cutting Themes,3240115051,005,448,22000.0,10012917.84,0.22,4
PR00000111,6,RP Cross-Cutting Themes,3240115052,005,448,21000.0,10012917.84,0.21,4
PR00000111,6,RP Cross-Cutting Themes,3240115053,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240115054,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115055,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115057,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115061,005,448,20000.0,10012917.84,0.2,6
PR00000111,6,RP Cross-Cutting Themes,3240115063,005,448,25240.0,10012917.84,0.25,2
PR00000111,6,RP Cross-Cutting Themes,3240115091,005,448,22000.0,10012917.84,0.22,3
PR00000111,6,RP Cross-Cutting Themes,3240115093,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115094,005,448,18000.0,10012917.84,0.18,2
PR00000111,6,RP Cross-Cutting Themes,3240115095,005,448,18000.0,10012917.84,0.18,3
PR00000111,6,RP Cross-Cutting Themes,3240115096,005,448,18000.0,10012917.84,0.18,2
PR00000111,6,RP Cross-Cutting Themes,3240115097,005,448,18000.0,10012917.84,0.18,3
PR00000111,6,RP Cross-Cutting Themes,3240115101,005,448,19000.0,10012917.84,0.19,1
PR00000111,6,RP Cross-Cutting Themes,3240115102,005,448,20000.0,10012917.84,0.2,1
PR00000111,6,RP Cross-Cutting Themes,3240115103,005,448,20000.0,10012917.84,0.2,1
PR00000111,6,RP Cross-Cutting Themes,3240115104,005,448,57000.0,10012917.84,0.57,5
PR00000111,6,RP Cross-Cutting Themes,3240115111,005,448,23000.0,10012917.84,0.23,3
PR00000111,6,RP Cross-Cutting Themes,3240115113,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115114,005,448,17500.0,10012917.84,0.17,2
PR00000111,6,RP Cross-Cutting Themes,3240115115,005,448,16950.0,10012917.84,0.17,2
PR00000111,6,RP Cross-Cutting Themes,3240115116,005,448,16000.0,10012917.84,0.16,3
PR00000111,6,RP Cross-Cutting Themes,3240115117,005,448,18915.0,10012917.84,0.19,1
PR00000111,6,RP Cross-Cutting Themes,3240115123,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115124,005,448,18000.0,10012917.84,0.18,1
PR00000111,6,RP Cross-Cutting Themes,3240115125,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115127,005,448,18000.0,10012917.84,0.18,5
PR00000106,1,Major Programme 1 (Education),3240115131,005,592,47213.22,51817355.99,0.09,6
PR00000111,6,RP Cross-Cutting Themes,3240115132,005,448,50000.0,10012917.84,0.5,1
PR00000111,6,RP Cross-Cutting Themes,3240115133,005,448,150000.0,10012917.84,1.5,3
PR00000111,6,RP Cross-Cutting Themes,3240115134,005,448,49918.0,10012917.84,0.5,2
PR00000111,6,RP Cross-Cutting Themes,3240115141,005,448,22000.0,10012917.84,0.22,3
PR00000111,6,RP Cross-Cutting Themes,3240115142,005,448,25952.0,10012917.84,0.26,4
PR00000111,6,RP Cross-Cutting Themes,3240115143,005,448,25980.0,10012917.84,0.26,3
PR00000111,6,RP Cross-Cutting Themes,3240115144,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240115145,005,448,21000.0,10012917.84,0.21,3
PR00000111,6,RP Cross-Cutting Themes,3240115146,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240115153,005,448,29622.76,10012917.84,0.3,16
PR00000111,6,RP Cross-Cutting Themes,3240115154,005,448,26000.0,10012917.84,0.26,2
PR00000111,6,RP Cross-Cutting Themes,3240115161,005,448,22000.0,10012917.84,0.22,4
PR00000111,6,RP Cross-Cutting Themes,3240115162,005,448,21000.0,10012917.84,0.21,4
PR00000111,6,RP Cross-Cutting Themes,3240115163,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240115164,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115165,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115166,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115171,005,448,26000.0,10012917.84,0.26,5
PR00000111,6,RP Cross-Cutting Themes,3240115172,005,448,25000.0,10012917.84,0.25,5
PR00000111,6,RP Cross-Cutting Themes,3240115174,005,448,24000.0,10012917.84,0.24,5
PR00000111,6,RP Cross-Cutting Themes,3240115175,005,448,20000.0,10012917.84,0.2,5
PR00000111,6,RP Cross-Cutting Themes,3240115176,005,448,20000.0,10012917.84,0.2,5
PR00000111,6,RP Cross-Cutting Themes,3240115177,005,448,20000.0,10012917.84,0.2,5
PR00000111,6,RP Cross-Cutting Themes,3240115191,005,448,25999.0,10012917.84,0.26,3
PR00000111,6,RP Cross-Cutting Themes,3240115192,005,448,23000.0,10012917.84,0.23,4
PR00000111,6,RP Cross-Cutting Themes,3240115193,005,448,23000.0,10012917.84,0.23,5
PR00000111,6,RP Cross-Cutting Themes,3240115194,005,448,23000.0,10012917.84,0.23,5
PR00000111,6,RP Cross-Cutting Themes,3240115195,005,448,23000.0,10012917.84,0.23,3
PR00000111,6,RP Cross-Cutting Themes,3240115201,005,448,25900.0,10012917.84,0.26,4
PR00000111,6,RP Cross-Cutting Themes,3240115202,005,448,22000.0,10012917.84,0.22,5
PR00000111,6,RP Cross-Cutting Themes,3240115203,005,448,22000.0,10012917.84,0.22,5
PR00000111,6,RP Cross-Cutting Themes,3240115204,005,448,23000.0,10012917.84,0.23,4
PR00000111,6,RP Cross-Cutting Themes,3240115205,005,448,22000.0,10012917.84,0.22,5
PR00000111,6,RP Cross-Cutting Themes,3240115206,005,448,20000.0,10012917.84,0.2,5
PR00000111,6,RP Cross-Cutting Themes,3240115211,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115213,005,448,19000.0,10012917.84,0.19,4
PR00000111,6,RP Cross-Cutting Themes,3240115214,005,448,19000.0,10012917.84,0.19,4
PR00000111,6,RP Cross-Cutting Themes,3240115221,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115222,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115223,005,448,19000.0,10012917.84,0.19,1
PR00000111,6,RP Cross-Cutting Themes,3240115224,005,448,19000.0,10012917.84,0.19,1
PR00000111,6,RP Cross-Cutting Themes,3240115251,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115252,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240115254,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115255,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115261,005,448,22000.0,10012917.84,0.22,1
PR00000111,6,RP Cross-Cutting Themes,3240115263,005,448,20000.0,10012917.84,0.2,2
PR00000111,6,RP Cross-Cutting Themes,3240115264,005,448,18000.0,10012917.84,0.18,2
PR00000111,6,RP Cross-Cutting Themes,3240115266,005,448,18000.0,10012917.84,0.18,1
PR00000111,6,RP Cross-Cutting Themes,3240115271,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240115272,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240115273,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240115275,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115277,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115281,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115301,005,448,24000.0,10012917.84,0.24,4
PR00000111,6,RP Cross-Cutting Themes,3240115302,005,448,21000.0,10012917.84,0.21,4
PR00000111,6,RP Cross-Cutting Themes,3240115305,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115306,005,448,26000.0,10012917.84,0.26,3
PR00000111,6,RP Cross-Cutting Themes,3240115307,005,448,20775.0,10012917.84,0.21,4
PR00000111,6,RP Cross-Cutting Themes,3240115311,005,448,22000.0,10012917.84,0.22,1
PR00000111,6,RP Cross-Cutting Themes,3240115313,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240115314,005,448,18000.0,10012917.84,0.18,2
PR00000111,6,RP Cross-Cutting Themes,3240115315,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115321,005,448,22000.0,10012917.84,0.22,3
PR00000111,6,RP Cross-Cutting Themes,3240115322,005,448,21000.0,10012917.84,0.21,4
PR00000111,6,RP Cross-Cutting Themes,3240115323,005,448,20000.0,10012917.84,0.2,2
PR00000111,6,RP Cross-Cutting Themes,3240115324,005,448,18000.0,10012917.84,0.18,3
PR00000111,6,RP Cross-Cutting Themes,3240115325,005,448,18000.0,10012917.84,0.18,2
PR00000111,6,RP Cross-Cutting Themes,3240115326,005,448,18000.0,10012917.84,0.18,2
PR00000111,6,RP Cross-Cutting Themes,3240115327,005,448,18000.0,10012917.84,0.18,3
PR00000111,6,RP Cross-Cutting Themes,3240115332,005,448,25994.0,10012917.84,0.26,2
PR00000111,6,RP Cross-Cutting Themes,3240115333,005,448,23000.0,10012917.84,0.23,4
PR00000111,6,RP Cross-Cutting Themes,3240115334,005,448,23000.0,10012917.84,0.23,3
PR00000111,6,RP Cross-Cutting Themes,3240115335,005,448,19322.0,10012917.84,0.19,1
PR00000111,6,RP Cross-Cutting Themes,3240115336,005,448,23000.0,10012917.84,0.23,3
PR00000111,6,RP Cross-Cutting Themes,3240115351,005,448,22000.0,10012917.84,0.22,4
PR00000111,6,RP Cross-Cutting Themes,3240115352,005,448,21000.0,10012917.84,0.21,1
PR00000111,6,RP Cross-Cutting Themes,3240115353,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115355,005,448,18000.0,10012917.84,0.18,3
PR00000111,6,RP Cross-Cutting Themes,3240115357,005,448,18000.0,10012917.84,0.18,2
PR00000111,6,RP Cross-Cutting Themes,3240115363,005,448,19000.0,10012917.84,0.19,3
PR00000111,6,RP Cross-Cutting Themes,3240115365,005,448,12000.0,10012917.84,0.12,3
PR00000111,6,RP Cross-Cutting Themes,3240115366,005,448,18000.0,10012917.84,0.18,3
PR00000111,6,RP Cross-Cutting Themes,3240115367,005,448,18000.0,10012917.84,0.18,3
PR00000111,6,RP Cross-Cutting Themes,3240115381,005,448,22000.0,10012917.84,0.22,4
PR00000111,6,RP Cross-Cutting Themes,3240115382,005,448,21000.0,10012917.84,0.21,4
PR00000111,6,RP Cross-Cutting Themes,3240115384,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115385,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240115386,005,448,18000.0,10012917.84,0.18,5
PR00000111,6,RP Cross-Cutting Themes,3240115387,005,448,18000.0,10012917.84,0.18,5
PR00000111,6,RP Cross-Cutting Themes,3240115391,005,448,14000.0,10012917.84,0.14,4
PR00000111,6,RP Cross-Cutting Themes,3240115392,005,448,9000.0,10012917.84,0.09,4
PR00000111,6,RP Cross-Cutting Themes,3240115393,005,448,11000.0,10012917.84,0.11,5
PR00000111,6,RP Cross-Cutting Themes,3240115394,005,448,13000.0,10012917.84,0.13,4
PR00000111,6,RP Cross-Cutting Themes,3240115395,005,448,13000.0,10012917.84,0.13,4
PR00000111,6,RP Cross-Cutting Themes,3240115396,005,448,7000.0,10012917.84,0.07,3
PR00000111,6,RP Cross-Cutting Themes,3240115397,005,448,8000.0,10012917.84,0.08,4
PR00000111,6,RP Cross-Cutting Themes,3240115405,005,448,36743.0,10012917.84,0.37,5
PR00000111,6,RP Cross-Cutting Themes,3240115407,005,448,36743.0,10012917.84,0.37,3
PR00000111,6,RP Cross-Cutting Themes,3240115411,005,448,25679.0,10012917.84,0.26,2
PR00000111,6,RP Cross-Cutting Themes,3240115413,005,448,20000.0,10012917.84,0.2,2
PR00000111,6,RP Cross-Cutting Themes,3240115414,005,448,19000.0,10012917.84,0.19,3
PR00000111,6,RP Cross-Cutting Themes,3240115415,005,448,19000.0,10012917.84,0.19,2
PR00000111,6,RP Cross-Cutting Themes,3240115431,005,448,22000.0,10012917.84,0.22,2
PR00000111,6,RP Cross-Cutting Themes,3240115432,005,448,22000.0,10012917.84,0.22,1
PR00000111,6,RP Cross-Cutting Themes,3240115434,005,448,16301.0,10012917.84,0.16,2
PR00000111,6,RP Cross-Cutting Themes,3240115435,005,448,25960.0,10012917.84,0.26,2
PR00000111,6,RP Cross-Cutting Themes,3240115441,005,448,75540.0,10012917.84,0.75,12
PR00000111,6,RP Cross-Cutting Themes,3240115443,005,448,77115.0,10012917.84,0.77,12
PR00000111,6,RP Cross-Cutting Themes,3240115444,005,448,77760.0,10012917.84,0.78,12
PR00000111,6,RP Cross-Cutting Themes,3240115451,005,448,76500.0,10012917.84,0.76,18
PR00000111,6,RP Cross-Cutting Themes,3240115462,005,448,23000.0,10012917.84,0.23,3
PR00000111,6,RP Cross-Cutting Themes,3240115463,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115464,005,448,10000.0,10012917.84,0.1,3
PR00000111,6,RP Cross-Cutting Themes,3240115465,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115466,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240115471,005,448,110000.0,10012917.84,1.1,20
PR00000111,6,RP Cross-Cutting Themes,3240115472,005,448,21000.0,10012917.84,0.21,1
PR00000111,6,RP Cross-Cutting Themes,3240115473,005,448,20000.0,10012917.84,0.2,2
PR00000111,6,RP Cross-Cutting Themes,3240115474,005,448,18000.0,10012917.84,0.18,1
PR00000111,6,RP Cross-Cutting Themes,3240115475,005,448,54000.0,10012917.84,0.54,18
PR00000111,6,RP Cross-Cutting Themes,3240115476,005,448,18000.0,10012917.84,0.18,6
PR00000111,6,RP Cross-Cutting Themes,3240115477,005,448,18000.0,10012917.84,0.18,3
PR00000111,6,RP Cross-Cutting Themes,3240115491,005,448,24000.0,10012917.84,0.24,2
PR00000111,6,RP Cross-Cutting Themes,3240115493,005,448,14000.0,10012917.84,0.14,3
PR00000111,6,RP Cross-Cutting Themes,3240115494,005,448,22000.0,10012917.84,0.22,3
PR00000111,6,RP Cross-Cutting Themes,3240115495,005,448,18000.0,10012917.84,0.18,4
PR00000110,5,Major Programme 5 (Com & Information),3240116015,005,249,25000.0,9479567.16,0.26,1
PR00000111,6,RP Cross-Cutting Themes,3240116021,005,448,20000.0,10012917.84,0.2,5
PR00000111,6,RP Cross-Cutting Themes,3240116022,005,448,20000.0,10012917.84,0.2,6
PR00000111,6,RP Cross-Cutting Themes,3240116023,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240116024,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240116031,005,448,19000.0,10012917.84,0.19,3
PR00000111,6,RP Cross-Cutting Themes,3240116032,005,448,22000.0,10012917.84,0.22,5
PR00000111,6,RP Cross-Cutting Themes,3240116033,005,448,18000.0,10012917.84,0.18,4
PR00000111,6,RP Cross-Cutting Themes,3240116034,005,448,19000.0,10012917.84,0.19,2
PR00000111,6,RP Cross-Cutting Themes,3240116051,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240116052,005,448,22000.0,10012917.84,0.22,3
PR00000111,6,RP Cross-Cutting Themes,3240116053,005,448,19000.0,10012917.84,0.19,5
PR00000111,6,RP Cross-Cutting Themes,3240116054,005,448,19000.0,10012917.84,0.19,4
PR00000111,6,RP Cross-Cutting Themes,3240116081,005,448,26000.0,10012917.84,0.26,1
PR00000111,6,RP Cross-Cutting Themes,3240116091,005,448,20000.0,10012917.84,0.2,2
PR00000111,6,RP Cross-Cutting Themes,3240116092,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240116093,005,448,18000.0,10012917.84,0.18,2
PR00000111,6,RP Cross-Cutting Themes,3240116094,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240116101,005,448,36743.0,10012917.84,0.37,5
PR00000111,6,RP Cross-Cutting Themes,3240116103,005,448,36743.0,10012917.84,0.37,4
PR00000111,6,RP Cross-Cutting Themes,3240116111,005,448,26000.0,10012917.84,0.26,4
PR00000111,6,RP Cross-Cutting Themes,3240116112,005,448,75600.0,10012917.84,0.76,12
PR00000111,6,RP Cross-Cutting Themes,3240116113,005,448,77937.0,10012917.84,0.78,12
PR00000111,6,RP Cross-Cutting Themes,3240116114,005,448,75825.0,10012917.84,0.76,12
PR00000111,6,RP Cross-Cutting Themes,3240116115,005,448,78000.0,10012917.84,0.78,15
PR00000111,6,RP Cross-Cutting Themes,3240116142,005,448,26000.0,10012917.84,0.26,4
PR00000111,6,RP Cross-Cutting Themes,3240116144,005,448,26000.0,10012917.84,0.26,3
PR00000111,6,RP Cross-Cutting Themes,3240116145,005,448,26000.0,10012917.84,0.26,4
PR00000111,6,RP Cross-Cutting Themes,3240116211,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240116212,005,448,20000.0,10012917.84,0.2,3
PR00000111,6,RP Cross-Cutting Themes,3240116213,005,448,19000.0,10012917.84,0.19,3
PR00000111,6,RP Cross-Cutting Themes,3240116214,005,448,20000.0,10012917.84,0.2,2
PR00000111,6,RP Cross-Cutting Themes,3240117021,005,448,20000.0,10012917.84,0.2,4
PR00000111,6,RP Cross-Cutting Themes,3240117022,005,448,26000.0,10012917.84,0.26,4
