ATOM_HANDL,BROTHER_ID,CK_EXIT_FUNC,CRLF_ONLY,CV_RULE,CV_SOURCE_FORMAT,DATA_TYPE,EX_STATUS,FIRSTCHILD_ID,INT_DATA_TYPE,LENGTH,LENGTH_IN_BYTES,LEV,MP_CONST,MP_CUKY_FLD,MP_CUKY_TAB,MP_EXIT_FUNC,MP_IF_TP,MP_OFFSET,MP_SC_FLD,MP_SC_NODE,MP_SC_NODE_ATTR,MP_SC_OFFSET,MP_SC_REF_NAME,MP_SC_TAB,MP_SELECTION,MSG_CLASS_EXIT,MSG_CLASS_SCREEN,MSG_NUM_EXIT,MSG_NUM_SCREEN,NODE_ID,NODE_TYPE,PARENT_ID,REACT_LEV_EXIT,REACT_LEV_SCREEN,REF_NAME,SEGM_CR,SEGM_END,SEGM_LF,SHIFTED_OUTPUT,TAB_KEYFLD,TDFORM_NAME,TECH_NAME,TRAILER,TREE_ID,TREE_TYPE,VERSION,X_COMPLTAB,_tree_id
  ,N_9590996940,                              , ,          ,          ,C, ,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7107763500,ELEM,N_1591612430, ,,            , , , , ,,                    ,BIC                                               , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,CL        ,          ,C, ,            ,,0002,,000,                                                                                                                                    ,                              ,                              ,                              ,1,008,VALUT                         ,            ,,006,            ,FPAYH                         ,2,                    ,                    ,   ,   ,N_7110423850,ATOM,N_2689587420, ,,            , , , , ,,                    ,DD                                                , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_3697641060,                              , ,          ,          ,C, ,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7132341240,TECH,N_3043492130, ,,-CTGYPURP   , , , , ,,                    ,-CtgyPurp                                         , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_3049746840,                              , ,CL       X,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7139909510,TECH,N_0693479130, ,,CAADRLINE1  , , , , ,,                    ,AdrLine1                                          , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_0653427090,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7164984980,TECH,N_1139283400, ,,-PMTTPINF1  , , , , ,,                    ,-PmtTpInf                                         , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_8697150300,                              , ,CL RP    X,          ,C,2,            ,,0060,,003,                                                                                                                                    ,                              ,                              ,                              ,1,000,REF01                         ,            ,,000,            ,FPAYP                         ,2,                    ,                    ,   ,   ,N_7241032040,ELEM,N_8824498030, ,,            , , , , ,,                    ,StrtNm                                            , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,CL RP     ,          ,C,2,            ,,0000,,001,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7279926340,ELEM,N_5389181150, ,,            , , , , ,,                    ,Nm                                                , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C, ,N_9162542210,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7297798890,ELEM,N_3738885180, ,,            , , , , ,,                    ,CtctDtls                                          , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_8457622390,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7300165790,TECH,N_8491121660, ,,-CDAGBRNCHID, , , , ,,                    ,-BrnchId                                          , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,1,000,LANDL                         ,            ,,000,            ,FPAYP                         ,5,                    ,                    ,   ,   ,N_7319324940,ELEM,N_2652175830, ,,            , , , , ,,                    ,Ctry                                              , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7344447060,ELEM,N_0831273940, ,,            , , , , ,,                    ,ToDt                                              , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C, ,N_8600929200,,0000,,001,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7368517580,ELEM,N_1498466520, ,,            , , , , ,,                    ,CtctDtls                                          , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C, ,N_6551638790,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7369527230,ELEM,N_3829478300, ,,            , , , , ,,                    ,RmtLctnPstlAdr                                    , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_2825111010,                              , ,CL RP    X,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,                              ,1,000,LAND1                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_7386856450,ELEM,N_6210260290, ,,            , , , , ,,                    ,CtryOfRes                                         , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_2114725670,                              , ,          ,          ,C, ,N_0633998830,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7390709130,ELEM,N_0132006970, ,,            , , , , ,,                    ,Id                                                , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C, ,N_9261249090,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7407754150,ELEM,N_5064979580, ,,            , , , , ,,                    ,Rcrd                                              , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_3816618790,                              , ,          ,          ,C, ,N_2191345180,,0000,,001,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7469163780,ELEM,N_9874109890, ,,            , , , , ,,                    ,GrpHdr                                            , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_9303344100,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7469863800,ELEM,N_1841606350, ,,            , , , , ,,                    ,Ctry                                              , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_3299401480,                              , ,CL   R0   ,          ,N, ,            ,,0008,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,4,                    ,                    ,   ,   ,N_7476758140,ELEM,N_3816618790, ,,TX2         , , , , ,,                    ,NbOfTxs                                           , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_3156850640,                              , ,CL       X,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,                              ,1,000,AUST3                         ,N_8916026460,1,000,ADRLINE1    ,FPAYHX                        ,3,                    ,                    ,   ,   ,N_7496220820,ELEM,N_1160789980, ,,            , , , , ,,                    ,AdrLine                                           , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_8824498030,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7508489100,TECH,N_4981086760, ,,-PSTLADR1   , , , , ,,                    ,-PstlAdr                                          , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_1676766900,                              , ,          ,          ,C, ,N_2666998660,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7522067540,ELEM,N_5831535930, ,,            , , , , ,,                    ,ClrSysMmbId                                       , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,CL RP    X,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7522397310,ELEM,N_4634017880, ,,            , , , , ,,                    ,AdrLine                                           , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_7978288280,                              , ,          ,          ,C, ,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7527198390,TECH,N_1591612430, ,,-PSTLADR    , , , , ,,                    ,-PstlAdr                                          , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_0324114080,                              , ,          ,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7527530420,ELEM,N_0698467000, ,,            , , , , ,,                    ,Prtry                                             , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_7469863800,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7540415010,ELEM,N_1841606350, ,,            , , , , ,,                    ,CtrySubDvsn                                       , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_3227684200,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7541094900,TECH,N_8824498030, ,,-PSTLADRMOR1, , , , ,,                    ,-PstlAdr_More_Nodes_UltmtDbtr                     , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,1,000,BKREF                         ,            ,,000,            ,FPAYH                         ,5,                    ,                    ,   ,   ,N_7546600190,ELEM,N_1984035110, ,,            , , , , ,,                    ,Id                                                , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_8957263060,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7547569250,TECH,N_4360444640, ,,-STRD_LEV_3 , , , , ,,                    ,-StrdLevel3                                       , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C, ,            ,,0010,,004,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7564177700,ELEM,N_2089048150, ,,            , , , , ,,                    ,RltdDt                                            , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_5834095640,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7570850870,ELEM,N_8755405880, ,,            , , , , ,,                    ,Id                                                , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,HWISO                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_7615991880,XMAT,N_2480016880, ,,            , , , , ,,                    ,Ccy                                               , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_1122656490,                              , ,CL       X,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,                              ,1,000,XBLNR                         ,            ,,000,            ,FPAYP                         ,2,                    ,                    ,   ,   ,N_7617288350,ELEM,N_5064979580, ,,            , , , , ,,                    ,RefNb                                             , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C, ,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7674606100,ELEM,N_8337240420, ,,            , , , , ,,                    ,Cd                                                , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_4625526530,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7678557910,ELEM,N_3346275370, ,,            , , , , ,,                    ,ChqTp                                             , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_3709300380,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7714204990,TECH,N_1139283400, ,,-INSTRCDUETR, , , , ,,                    ,-InstrForCdtrAgtUETR                              , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_1269645740,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7718923500,ELEM,N_3829478300, ,,            , , , , ,,                    ,RmtId                                             , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_3346275370,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7781657730,TECH,N_1139283400, ,,-CHQINSTR   , , , , ,,                    ,-ChqInstr                                         , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_6078887990,                              , ,          ,          ,C,2,            ,,0005,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,1,000,REF07                         ,            ,,110,            ,FPAYHX                        ,5,                    ,                    ,   ,   ,N_7805026370,ELEM,N_2303350700, ,,            , , , , ,,                    ,Cd                                                , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_7476758140,                              , ,          ,          ,C, ,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7816488270,TECH,N_3816618790, ,,-NBOFTXS    , , , , ,,                    ,-NbOfTxs                                          , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_5238599170,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7828490500,ELEM,N_5749715530, ,,            , , , , ,,                    ,CityOfBirth                                       , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C, ,            ,,0000,,000,                                                                                                                                    ,                              ,                              ,                              ,1,000,WAERS                         ,            ,,000,            ,FPAYHX                        ,2,                    ,                    ,   ,   ,N_7836921940,XMAT,N_7956610410, ,,            , , , , ,,                    ,Ccy                                               , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_9065133130,                              , ,          ,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7844594670,ELEM,N_9424196450, ,,            , , , , ,,                    ,Prtry                                             , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_5064979580,                              , ,          ,          ,C, ,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7847061200,TECH,N_1139283400, ,,-TAX        , , , , ,,                    ,-Tax                                              , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_7132341240,                              , ,          ,          ,C, ,N_2242185920,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7848207940,ELEM,N_3043492130, ,,            , , , , ,,                    ,LclInstrm                                         , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C, ,N_8973117910,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7887534710,ELEM,N_6690387510, ,,            , , , , ,,                    ,Dtls                                              , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C,2,            ,,0035,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7887958710,ELEM,N_0079165060, ,,            , , , , ,,                    ,Id                                                , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_7508489100,                              , ,          ,          ,C, ,N_3259090940,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7902605600,ELEM,N_4981086760, ,,            , , , , ,,                    ,Id                                                , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_2086830710,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7905708490,ELEM,N_2753568390, ,,            , , , , ,,                    ,Cd                                                , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_8043954810,                              , ,          ,          ,C, ,N_9587944480,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7910426120,ELEM,N_3842760480, ,,            , , , , ,,                    ,Othr                                              , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_4552163620,                              , ,          ,          ,C, ,N_3077368890,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7911220900,ELEM,N_4360444640, ,,            , , , , ,,                    ,Strd                                              , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C, ,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_7942616070,TECH,N_9874109890, ,,            , , , , ,,                    ,PmtTrailer                                        , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_2683114060,                              , ,AL.=      ,          ,P,2,N_7836921940,,0015,,004,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,1,000,WAERS                         ,            ,,000,            ,FPAYHX                        ,5,                    ,                    ,   ,   ,N_7956610410,ELEM,N_1235564610, ,,            , , , , ,,                    ,DuePyblAmt                                        , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_8681835380,                              , ,          ,          ,C, ,N_6779051850,,0000,,002,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_7978288280,ELEM,N_1591612430, ,,            , , , , ,,                    ,PstlAdr                                           , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_2294947980,                              , ,CL        ,          ,C, ,            ,,0001,,000,-                                                                                                                                   ,                              ,                              ,                              , ,004,                              ,            ,,000,            ,                              ,1,                    ,                    ,   ,   ,N_7981490550,ATOM,N_1716940280, ,,            , , , , ,,                    ,-                                                 , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C, ,N_3663938640,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_8022520680,ELEM,N_4795854920, ,,            , , , , ,,                    ,BrnchId                                           , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_6201892920,                              , ,          ,          ,C, ,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_8043954810,TECH,N_3842760480, ,,-DBTROTHR4  , , , , ,,                    ,-Othr4                                            , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_7540415010,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_8057347450,ELEM,N_1841606350, ,,            , , , , ,,                    ,TwnNm                                             , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,                              ,1,000,BNKS1                         ,            ,,000,            ,FPAYH                         ,2,                    ,                    ,   ,   ,N_8089003480,ELEM,N_1676766900, ,,            , , , , ,,                    ,Ctry                                              , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_8103051420,ELEM,N_2962395400, ,,            , , , , ,,                    ,Issr                                              , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,,                              , ,          ,          ,C, ,            ,,0014,,000,                                                                                                                                    ,                              ,                              ,                              ,1,002,DOC1R                         ,            ,,000,            ,FPAYH                         ,2,                    ,                    ,   ,   ,N_8124563520,ATOM,N_6769620420, ,,            , , , , ,,                    ,DOC1R                                             , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_3466207710,                              , ,CL       X,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_8127716780,ELEM,N_1160789980, ,,            , , , , ,,                    ,SubDept                                           , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_5664097610,                              , ,CL       X,          ,C,2,            ,,0000,,002,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_8152860500,ELEM,N_1160789980, ,,            , , , , ,,                    ,TwnNm                                             , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_4082185680,                              , ,          ,          ,C, ,N_0514307750,,0000,,003,                                                                                                                                    ,                              ,                              ,                              , ,000,                              ,            ,,000,            ,                              ,8,                    ,                    ,   ,   ,N_8190227710,ELEM,N_5064979580, ,,            , , , , ,,                    ,Cdtr                                              , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_5713102660,                              , ,          ,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,                              ,1,000,BSWIFT1                       ,            ,,000,            ,FPAYH                         ,2,                    ,                    ,   ,   ,N_8198922950,ELEM,N_5831535930, ,,            , , , , ,,                    ,BIC                                               , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
  ,N_3599361390,                              , ,CL RP    X,          ,C,2,            ,,0000,,003,                                                                                                                                    ,                              ,                              ,FI_CGI_DMEE_EXIT_W_BADI       , ,000,                              ,            ,,000,            ,                              ,5,                    ,                    ,   ,   ,N_8210927030,ELEM,N_4634017880, ,,            , , , , ,,                    ,StrtNm                                            , ,/CGI_XML_CT_UNESCO_1          ,PAYM,000, ,/CGI_XML_CT_UNESCO_1
